nodes,x,y,time
1008,20,26,1989-03-25T16:31:42.920Z
884,10,23,1989-03-26T23:58:55.670Z
885,11,23,1989-03-31T05:45:58.110Z
970,20,25,1989-04-02T21:30:30.750Z
1008,20,26,1989-04-07T12:54:41.610Z
1008,20,26,1989-04-14T07:56:45.120Z
1001,13,26,1989-04-20T12:13:59.670Z
346,4,9,1989-04-29T22:01:45.720Z
1399,31,36,1989-04-30T00:29:44.990Z
1361,31,35,1989-04-30T08:22:54.010Z
1437,31,37,1989-04-30T09:30:06.490Z
1399,31,36,1989-04-30T21:24:52.680Z
460,4,12,1989-05-02T05:49:36.760Z
313,9,8,1989-05-03T03:40:48.010Z
1361,31,35,1989-05-04T00:22:06.740Z
276,10,7,1989-05-19T02:46:47.960Z
163,11,4,1989-05-23T17:52:21.200Z
311,7,8,1989-05-25T15:30:21.730Z
1008,20,26,1989-05-31T04:15:14.860Z
1234,18,32,1989-06-01T21:14:09.940Z
1426,20,37,1989-06-02T14:02:17.340Z
1008,20,26,1989-06-15T15:51:58.600Z
577,7,15,1989-06-18T21:11:58.870Z
891,17,23,1989-06-19T06:03:52.860Z
577,7,15,1989-06-24T15:02:07.740Z
500,6,13,1989-06-25T20:37:32.460Z
1008,20,26,1989-06-26T12:21:07.610Z
196,6,5,1989-06-26T14:01:14.560Z
812,14,21,1989-06-28T15:16:18.410Z
313,9,8,1989-07-02T14:07:27.330Z
614,6,16,1989-07-17T21:53:54.030Z
314,10,8,1989-07-21T02:52:58.610Z
1037,11,27,1989-07-23T15:33:37.010Z
422,4,11,1989-07-23T19:19:41.380Z
538,6,14,1989-07-29T11:28:30.570Z
276,10,7,1989-08-12T03:55:43.470Z
1313,21,34,1989-08-15T16:47:33.700Z
238,10,6,1989-08-16T00:17:21.760Z
1009,21,26,1989-08-22T00:42:02.840Z
970,20,25,1989-08-22T02:23:34.690Z
195,5,5,1989-08-22T18:07:28.520Z
772,12,20,1989-08-26T02:59:54.080Z
1007,19,26,1989-08-30T09:07:01.150Z
736,14,19,1989-08-31T16:02:10.250Z
613,5,16,1989-09-09T01:40:35.770Z
614,6,16,1989-09-09T02:19:01.170Z
614,6,16,1989-09-09T04:11:24.790Z
353,11,9,1989-09-16T01:49:15.890Z
79,3,2,1989-09-22T05:43:18.010Z
1001,13,26,1989-09-23T11:11:53.110Z
1008,20,26,1989-09-24T20:37:12.070Z
806,8,21,1989-10-02T15:22:01.940Z
41,3,1,1989-10-05T15:39:31.490Z
352,10,9,1989-10-06T21:15:41.630Z
9,9,0,1989-10-07T01:17:58.300Z
48,10,1,1989-10-09T10:03:19.490Z
665,19,17,1989-10-11T14:42:09.370Z
234,6,6,1989-10-12T18:33:08.480Z
501,7,13,1989-10-24T04:27:19.590Z
200,10,5,1989-10-24T17:29:42.460Z
3,3,0,1989-10-25T05:56:13.070Z
1165,25,30,1989-10-25T15:06:48.160Z
1008,20,26,1989-10-27T08:24:24.670Z
195,5,5,1989-10-29T04:56:15.570Z
964,14,25,1989-10-30T18:12:07.130Z
1029,3,27,1989-11-01T07:11:39.100Z
118,4,3,1989-11-04T15:39:15.450Z
156,4,4,1989-11-06T21:00:38.180Z
998,10,26,1989-11-07T03:24:54.810Z
1009,21,26,1989-11-23T00:41:54.760Z
970,20,25,1989-11-23T21:03:24.060Z
1008,20,26,1989-11-25T11:53:44.660Z
2,2,0,1989-11-27T08:07:50.890Z
51,13,1,1989-12-07T16:38:32.790Z
969,19,25,1989-12-16T14:38:56.540Z
1011,23,26,1989-12-16T20:28:45.740Z
313,9,8,1989-12-17T07:32:29.610Z
1008,20,26,1990-01-01T18:03:19.250Z
79,3,2,1990-01-05T15:18:46.240Z
888,14,23,1990-01-10T02:57:50.590Z
1123,21,29,1990-01-12T13:21:30.210Z
968,18,25,1990-01-14T00:25:32.080Z
613,5,16,1990-01-21T13:10:07.930Z
345,3,9,1990-01-22T02:31:45.140Z
1275,21,33,1990-02-06T07:34:29.300Z
970,20,25,1990-02-06T22:52:23.810Z
155,3,4,1990-02-10T17:12:10.490Z
115,1,3,1990-02-10T18:40:29.270Z
77,1,2,1990-02-11T11:23:53.840Z
155,3,4,1990-02-16T15:12:46.480Z
422,4,11,1990-02-21T21:33:32.200Z
651,5,17,1990-02-28T21:13:32.170Z
158,6,4,1990-03-01T04:28:50.510Z
1081,17,28,1990-03-04T09:18:38.850Z
919,7,24,1990-03-05T06:32:11.680Z
1009,21,26,1990-03-10T18:50:45.380Z
313,9,8,1990-03-12T07:32:08.770Z
126,12,3,1990-03-13T19:40:33.680Z
1367,37,35,1990-03-18T02:46:57.140Z
276,10,7,1990-03-19T01:12:19.780Z
652,6,17,1990-03-19T13:15:02.150Z
1008,20,26,1990-03-20T11:25:36.080Z
1367,37,35,1990-03-21T18:51:09.510Z
195,5,5,1990-03-25T03:37:34.900Z
158,6,4,1990-03-31T10:02:15.480Z
1509,27,39,1990-04-07T04:39:33.390Z
1367,37,35,1990-04-10T15:25:35.710Z
735,13,19,1990-04-13T15:25:04.170Z
1011,23,26,1990-04-13T16:01:33.110Z
162,10,4,1990-04-21T19:26:41.700Z
1008,20,26,1990-04-22T05:54:24.910Z
1009,21,26,1990-05-04T22:00:59.090Z
196,6,5,1990-05-05T17:10:10.520Z
232,4,6,1990-05-09T08:05:33.610Z
3,3,0,1990-05-15T05:07:04.290Z
1217,1,32,1990-06-03T02:49:25.320Z
1127,25,29,1990-06-08T13:58:44.010Z
1009,21,26,1990-06-23T06:32:03.990Z
1009,21,26,1990-06-23T16:35:13.620Z
1009,21,26,1990-06-24T12:16:31.890Z
276,10,7,1990-06-25T18:34:59.310Z
1125,23,29,1990-07-04T06:05:10.340Z
200,10,5,1990-07-15T10:10:18.960Z
1030,4,27,1990-07-25T02:51:25.320Z
3,3,0,1990-07-29T15:29:12.510Z
1009,21,26,1990-08-04T00:38:36.550Z
1009,21,26,1990-08-06T02:28:18.480Z
388,8,10,1990-08-11T02:59:54.970Z
384,4,10,1990-08-12T05:35:19.250Z
1008,20,26,1990-08-15T07:36:45.010Z
41,3,1,1990-08-15T21:24:42.490Z
1008,20,26,1990-08-18T05:30:48.940Z
202,12,5,1990-08-18T11:07:30.800Z
1000,12,26,1990-08-20T18:29:48.530Z
884,10,23,1990-08-25T11:43:23.750Z
884,10,23,1990-08-25T11:47:31.240Z
1008,20,26,1990-08-28T05:37:59.870Z
384,4,10,1990-09-02T04:26:48.070Z
384,4,10,1990-09-02T05:07:16.280Z
1009,21,26,1990-09-04T17:51:41.610Z
232,4,6,1990-09-05T05:49:19.710Z
740,18,19,1990-09-10T05:25:21.420Z
997,9,26,1990-09-11T08:08:36.660Z
997,9,26,1990-09-13T07:11:24.630Z
427,9,11,1990-09-24T08:49:37.490Z
239,11,6,1990-09-26T07:55:47.400Z
233,5,6,1990-10-13T11:14:33.150Z
1001,13,26,1990-10-16T04:30:50.530Z
87,11,2,1990-10-21T15:10:43.700Z
699,15,18,1990-10-23T09:13:04.240Z
1011,23,26,1990-10-27T16:31:21.700Z
1047,21,27,1990-10-28T01:34:45.060Z
12,12,0,1990-10-28T02:27:44.330Z
311,7,8,1990-11-06T15:39:08.430Z
1184,6,31,1990-11-11T04:05:22.830Z
1224,8,32,1990-11-11T04:31:13.990Z
12,12,0,1990-11-17T14:16:47.060Z
117,3,3,1990-11-23T07:27:35.680Z
275,9,7,1990-11-23T22:15:59.600Z
813,15,21,1990-11-23T22:35:34.710Z
1320,28,34,1990-11-24T07:53:31.030Z
1118,16,29,1990-11-25T01:52:06.440Z
200,10,5,1990-11-25T12:32:45.190Z
1009,21,26,1990-12-03T00:38:38.120Z
951,1,25,1990-12-17T11:00:29.850Z
1120,18,29,1990-12-19T17:27:02.540Z
695,11,18,1990-12-29T01:55:13.700Z
652,6,17,1990-12-30T07:33:36.020Z
1009,21,26,1990-12-31T02:38:43.160Z
652,6,17,1990-12-31T17:58:02.700Z
774,14,20,1991-01-02T17:21:07.220Z
963,13,25,1991-01-03T05:27:47.650Z
44,6,1,1991-01-03T09:56:05.780Z
653,7,17,1991-01-04T07:11:27.440Z
82,6,2,1991-01-06T01:47:43.450Z
662,16,17,1991-01-09T11:23:11.640Z
13,13,0,1991-01-10T13:07:24.400Z
652,6,17,1991-01-10T21:09:19.900Z
274,8,7,1991-01-13T09:19:36.520Z
774,14,20,1991-01-13T11:31:15.510Z
1008,20,26,1991-01-15T01:45:31.240Z
1008,20,26,1991-01-20T18:51:29.920Z
811,13,21,1991-01-23T01:05:06.730Z
539,7,14,1991-01-23T14:18:52.640Z
1008,20,26,1991-01-26T23:32:05.650Z
652,6,17,1991-01-28T21:30:14.970Z
1008,20,26,1991-02-02T11:40:53.300Z
806,8,21,1991-02-06T16:39:10.600Z
849,13,22,1991-02-14T07:34:59.990Z
812,14,21,1991-02-14T07:56:41.430Z
42,4,1,1991-02-14T12:10:43.800Z
921,9,24,1991-02-15T13:48:07.730Z
275,9,7,1991-02-17T04:37:36.980Z
275,9,7,1991-02-20T23:17:04.250Z
1009,21,26,1991-02-21T06:08:33.470Z
1066,2,28,1991-03-06T19:26:13.360Z
1008,20,26,1991-03-09T08:12:07.610Z
810,12,21,1991-03-10T12:28:27.040Z
129,15,3,1991-03-12T13:41:29.940Z
1000,12,26,1991-03-15T12:33:57.930Z
812,14,21,1991-03-19T10:56:17.180Z
1205,27,31,1991-03-22T08:16:33.120Z
1205,27,31,1991-03-22T13:25:38.380Z
313,9,8,1991-03-24T16:13:30.570Z
577,7,15,1991-03-25T23:51:59.960Z
79,3,2,1991-03-29T20:13:48.390Z
79,3,2,1991-03-30T01:53:22.540Z
388,8,10,1991-04-01T13:01:06.990Z
997,9,26,1991-04-04T03:22:57.910Z
1008,20,26,1991-04-08T23:25:50.390Z
1008,20,26,1991-04-17T01:16:10.110Z
387,7,10,1991-04-22T11:03:10.050Z
614,6,16,1991-04-24T05:13:09.830Z
651,5,17,1991-04-24T05:50:44.470Z
1189,11,31,1991-05-02T07:01:57.240Z
1179,1,31,1991-05-02T07:05:32.050Z
80,4,2,1991-05-07T06:59:02.730Z
429,11,11,1991-05-11T17:58:14.340Z
1035,9,27,1991-05-12T08:57:09.990Z
1005,17,26,1991-05-14T06:45:25.390Z
233,5,6,1991-05-17T08:05:18.970Z
276,10,7,1991-05-21T19:44:56.020Z
1010,22,26,1991-05-28T19:26:05.730Z
91,15,2,1991-05-29T23:52:24.470Z
883,9,23,1991-06-04T19:09:44.360Z
1008,20,26,1991-06-06T03:41:53.450Z
235,7,6,1991-06-12T00:45:40.080Z
692,8,18,1991-06-20T05:14:56.630Z
1008,20,26,1991-06-25T03:21:14.890Z
690,6,18,1991-06-25T07:25:27.880Z
857,21,22,1991-06-25T23:06:57.210Z
1008,20,26,1991-06-29T21:25:17.440Z
1119,17,29,1991-06-30T13:18:00.520Z
1008,20,26,1991-07-04T19:05:29.640Z
845,9,22,1991-07-09T11:18:19.770Z
351,9,9,1991-07-20T15:21:08.820Z
346,4,9,1991-08-04T04:53:13.890Z
345,3,9,1991-08-04T07:45:30.940Z
201,11,5,1991-08-04T22:00:11.850Z
1281,27,33,1991-08-07T10:13:01.550Z
1001,13,26,1991-08-13T15:58:48.620Z
1008,20,26,1991-08-17T06:01:33.840Z
1281,27,33,1991-08-17T06:18:20.200Z
1281,27,33,1991-08-17T06:18:34.030Z
197,7,5,1991-08-19T00:46:14.780Z
1244,28,32,1991-08-20T04:20:55.280Z
1087,23,28,1991-08-24T23:32:46.990Z
1008,20,26,1991-08-25T10:49:43.250Z
233,5,6,1991-08-27T08:31:37.520Z
40,2,1,1991-08-30T00:16:21.290Z
1470,26,38,1991-09-02T21:27:08.290Z
773,13,20,1991-09-04T04:32:29.860Z
655,9,17,1991-09-04T07:48:31.700Z
426,8,11,1991-09-06T04:01:53.360Z
621,13,16,1991-09-06T08:11:38.180Z
1008,20,26,1991-09-06T15:49:48.860Z
651,5,17,1991-09-12T06:14:48.010Z
234,6,6,1991-09-15T19:48:42.950Z
464,8,12,1991-09-19T15:18:41.210Z
734,12,19,1991-09-20T22:34:03.850Z
1008,20,26,1991-09-22T16:09:36.980Z
702,18,18,1991-09-23T08:28:21.360Z
703,19,18,1991-09-23T15:40:49.830Z
1224,8,32,1991-09-24T04:56:29.390Z
313,9,8,1991-09-24T21:56:06.810Z
307,3,8,1991-09-25T00:37:00.660Z
819,21,21,1991-09-26T21:29:46.750Z
652,6,17,1991-09-27T01:47:18.280Z
809,11,21,1991-09-28T18:40:22.750Z
970,20,25,1991-09-29T15:35:39.440Z
971,21,25,1991-10-02T03:04:45.850Z
971,21,25,1991-10-03T02:17:10.080Z
655,9,17,1991-10-03T06:07:01.800Z
659,13,17,1991-10-04T20:45:50.090Z
650,4,17,1991-10-06T14:14:51.610Z
239,11,6,1991-10-06T16:07:53.150Z
846,10,22,1991-10-07T02:08:16.120Z
542,10,14,1991-10-08T19:16:56.300Z
663,17,17,1991-10-09T17:19:15.870Z
620,12,16,1991-10-13T11:39:02.080Z
1008,20,26,1991-10-14T04:38:17.360Z
1008,20,26,1991-10-15T00:31:42.290Z
619,11,16,1991-10-15T04:03:55.770Z
584,14,15,1991-10-17T05:42:48.970Z
960,10,25,1991-10-18T14:50:40.910Z
882,8,23,1991-10-18T19:58:35.120Z
652,6,17,1991-10-19T10:01:53.090Z
1009,21,26,1991-10-22T16:39:52.870Z
849,13,22,1991-10-24T15:00:03.500Z
971,21,25,1991-10-30T13:43:32.980Z
811,13,21,1991-10-31T14:47:27.370Z
659,13,17,1991-11-13T13:21:47.590Z
692,8,18,1991-11-13T20:27:35.280Z
615,7,16,1991-11-13T22:41:41.740Z
1009,21,26,1991-11-19T21:17:22.280Z
809,11,21,1991-11-19T22:28:51.090Z
808,10,21,1991-11-20T00:03:37.240Z
808,10,21,1991-11-20T00:37:33.500Z
808,10,21,1991-11-20T08:45:54.970Z
808,10,21,1991-11-20T17:36:32.830Z
195,5,5,1991-11-21T07:47:13.280Z
233,5,6,1991-11-21T08:24:14.230Z
808,10,21,1991-11-23T11:16:39.760Z
808,10,21,1991-11-23T18:23:14.360Z
808,10,21,1991-11-24T02:38:24.180Z
971,21,25,1991-11-24T15:38:33.480Z
613,5,16,1991-11-24T18:51:32.280Z
615,7,16,1991-11-24T19:12:05.950Z
808,10,21,1991-11-27T11:45:18.810Z
808,10,21,1991-11-28T13:10:54.160Z
808,10,21,1991-11-29T01:13:52.540Z
809,11,21,1991-12-01T00:46:04.110Z
809,11,21,1991-12-01T02:21:46.130Z
809,11,21,1991-12-03T11:13:21.270Z
808,10,21,1991-12-03T22:34:08.000Z
1008,20,26,1991-12-05T14:58:02.720Z
809,11,21,1991-12-10T23:19:57.630Z
353,11,9,1991-12-12T07:12:41.070Z
809,11,21,1991-12-15T07:37:02.940Z
1009,21,26,1991-12-16T13:37:46.210Z
167,15,4,1991-12-17T08:43:39.150Z
1009,21,26,1991-12-19T22:27:16.510Z
1472,28,38,1991-12-21T21:01:19.250Z
1001,13,26,1991-12-24T10:47:26.640Z
40,2,1,1991-12-27T06:33:41.680Z
893,19,23,1992-01-02T19:41:45.070Z
1008,20,26,1992-01-03T10:49:05.210Z
961,11,25,1992-01-04T07:07:18.180Z
1009,21,26,1992-01-08T08:48:12.070Z
1001,13,26,1992-01-10T06:10:38.610Z
240,12,6,1992-01-15T01:18:12.730Z
1008,20,26,1992-01-21T02:44:32.530Z
1009,21,26,1992-01-24T13:28:02.070Z
466,10,12,1992-01-26T22:01:53.640Z
1389,21,36,1992-01-30T04:23:49.860Z
971,21,25,1992-02-04T12:21:34.680Z
124,10,3,1992-02-06T09:42:57.000Z
1123,21,29,1992-02-06T22:21:36.740Z
997,9,26,1992-02-08T08:22:34.290Z
770,10,20,1992-02-11T11:20:18.990Z
971,21,25,1992-02-26T10:43:18.140Z
1009,21,26,1992-03-07T01:10:07.420Z
1049,23,27,1992-03-11T14:37:30.320Z
1391,23,36,1992-03-21T04:18:14.680Z
1028,2,27,1992-03-23T10:41:21.030Z
276,10,7,1992-03-28T09:26:43.990Z
697,13,18,1992-04-08T05:30:03.920Z
1008,20,26,1992-04-20T07:52:04.360Z
14,14,0,1992-04-22T23:41:20.050Z
1358,28,35,1992-04-24T06:52:01.680Z
1009,21,26,1992-04-28T03:29:23.160Z
1002,14,26,1992-04-29T05:52:26.160Z
652,6,17,1992-04-30T00:01:51.660Z
1008,20,26,1992-05-01T14:58:01.830Z
1000,12,26,1992-05-25T14:55:19.830Z
1008,20,26,1992-05-26T11:59:35.730Z
1271,17,33,1992-06-01T03:40:05.990Z
885,11,23,1992-06-05T17:24:37.990Z
1009,21,26,1992-06-15T00:02:09.940Z
1009,21,26,1992-06-19T13:47:35.110Z
895,21,23,1992-06-20T08:26:40.470Z
1009,21,26,1992-06-30T02:32:13.970Z
613,5,16,1992-07-05T06:00:16.490Z
1008,20,26,1992-07-06T14:24:36.480Z
1008,20,26,1992-07-07T23:23:54.140Z
1008,20,26,1992-07-10T17:18:58.820Z
1008,20,26,1992-07-12T10:35:29.030Z
88,12,2,1992-07-13T18:11:33.710Z
1009,21,26,1992-07-14T07:39:31.950Z
813,15,21,1992-07-18T01:40:56.650Z
1008,20,26,1992-07-23T10:49:14.950Z
971,21,25,1992-07-29T04:23:01.540Z
1008,20,26,1992-08-05T14:01:46.430Z
651,5,17,1992-08-12T21:12:16.850Z
1001,13,26,1992-08-14T00:20:55.000Z
1112,10,29,1992-08-14T09:19:39.680Z
851,15,22,1992-08-15T19:02:09.140Z
9,9,0,1992-08-17T00:52:07.830Z
157,5,4,1992-08-18T12:53:55.680Z
1386,18,36,1992-08-23T20:23:21.370Z
1009,21,26,1992-08-25T03:20:28.780Z
203,13,5,1992-08-26T21:52:51.930Z
1009,21,26,1992-09-08T03:32:43.390Z
1009,21,26,1992-09-15T02:15:48.340Z
1224,8,32,1992-09-19T12:30:05.740Z
1008,20,26,1992-09-19T22:59:32.700Z
1009,21,26,1992-09-20T02:47:48.340Z
51,13,1,1992-09-22T06:49:00.730Z
1008,20,26,1992-09-30T14:26:07.840Z
883,9,23,1992-10-10T08:09:47.920Z
1001,13,26,1992-10-15T00:56:33.670Z
1009,21,26,1992-10-17T04:34:31.230Z
1000,12,26,1992-10-17T08:32:40.510Z
1000,12,26,1992-10-17T08:42:16.730Z
1000,12,26,1992-10-17T08:47:15.490Z
1000,12,26,1992-10-17T09:06:27.720Z
1001,13,26,1992-10-17T09:48:33.500Z
1000,12,26,1992-10-17T12:35:25.510Z
1000,12,26,1992-10-17T15:06:05.080Z
1039,13,27,1992-10-17T16:22:22.550Z
1000,12,26,1992-10-17T19:51:09.070Z
1001,13,26,1992-10-18T10:51:21.650Z
1000,12,26,1992-10-18T15:11:59.110Z
1039,13,27,1992-10-18T15:25:25.730Z
1000,12,26,1992-10-18T15:34:29.290Z
1000,12,26,1992-10-18T15:44:24.540Z
1077,13,28,1992-10-18T15:54:04.690Z
1000,12,26,1992-10-18T15:54:52.800Z
1039,13,27,1992-10-18T16:02:21.070Z
1000,12,26,1992-10-18T16:03:51.620Z
1000,12,26,1992-10-18T16:05:44.720Z
1039,13,27,1992-10-18T16:57:47.160Z
1077,13,28,1992-10-18T17:50:20.710Z
1000,12,26,1992-10-18T18:27:31.600Z
1000,12,26,1992-10-18T19:07:12.440Z
1039,13,27,1992-10-18T20:10:55.620Z
962,12,25,1992-10-18T20:26:30.950Z
1039,13,27,1992-10-18T20:43:52.950Z
1039,13,27,1992-10-18T21:22:32.850Z
1039,13,27,1992-10-18T22:19:30.890Z
1000,12,26,1992-10-18T22:19:51.480Z
1039,13,27,1992-10-18T22:32:47.650Z
1039,13,27,1992-10-19T02:06:44.500Z
1002,14,26,1992-10-19T02:16:05.860Z
1039,13,27,1992-10-19T02:17:09.110Z
1039,13,27,1992-10-19T02:35:35.710Z
1039,13,27,1992-10-19T02:47:27.900Z
1000,12,26,1992-10-19T03:58:52.050Z
1039,13,27,1992-10-19T05:04:02.750Z
1039,13,27,1992-10-19T06:07:23.700Z
1039,13,27,1992-10-19T06:22:49.610Z
1000,12,26,1992-10-19T06:35:52.070Z
1039,13,27,1992-10-19T06:45:13.750Z
1039,13,27,1992-10-19T07:07:47.910Z
1038,12,27,1992-10-19T09:36:27.310Z
1000,12,26,1992-10-19T14:02:39.550Z
1000,12,26,1992-10-19T14:44:11.740Z
1039,13,27,1992-10-19T15:23:25.350Z
1039,13,27,1992-10-19T15:54:30.730Z
1000,12,26,1992-10-19T18:05:08.620Z
1000,12,26,1992-10-19T19:56:32.450Z
1000,12,26,1992-10-19T23:02:18.450Z
1039,13,27,1992-10-20T02:57:07.520Z
1039,13,27,1992-10-20T10:59:59.650Z
1039,13,27,1992-10-20T13:06:53.890Z
1000,12,26,1992-10-20T14:32:34.350Z
1000,12,26,1992-10-21T00:20:05.510Z
1000,12,26,1992-10-21T05:49:35.490Z
1000,12,26,1992-10-21T07:34:54.500Z
1039,13,27,1992-10-22T03:45:36.910Z
971,21,25,1992-10-22T05:44:13.590Z
613,5,16,1992-10-23T04:52:43.280Z
961,11,25,1992-10-23T09:28:02.470Z
1000,12,26,1992-10-24T15:32:38.650Z
1039,13,27,1992-10-26T04:29:18.760Z
1000,12,26,1992-10-27T22:56:20.370Z
1000,12,26,1992-10-28T14:10:41.630Z
1009,21,26,1992-10-29T00:08:27.140Z
1039,13,27,1992-10-29T21:56:12.990Z
1000,12,26,1992-10-29T22:44:46.950Z
1076,12,28,1992-10-31T13:18:57.260Z
1348,18,35,1992-10-31T14:00:54.490Z
1009,21,26,1992-11-02T00:54:20.460Z
1000,12,26,1992-11-03T23:07:29.600Z
1008,20,26,1992-11-08T10:24:18.770Z
1039,13,27,1992-11-09T02:02:27.890Z
1001,13,26,1992-11-13T06:30:21.840Z
1039,13,27,1992-11-16T16:32:44.380Z
1039,13,27,1992-11-16T17:46:05.570Z
1046,20,27,1992-11-18T03:20:13.980Z
1009,21,26,1992-11-21T11:07:27.260Z
1000,12,26,1992-11-26T02:05:40.210Z
1009,21,26,1992-11-26T13:42:26.230Z
167,15,4,1992-11-30T05:01:36.290Z
1008,20,26,1992-12-03T08:37:01.870Z
40,2,1,1992-12-03T10:28:00.960Z
585,15,15,1992-12-06T00:40:34.480Z
1000,12,26,1992-12-07T01:14:27.600Z
1039,13,27,1992-12-08T09:50:29.260Z
1077,13,28,1992-12-11T06:54:10.570Z
1165,25,30,1992-12-12T13:52:44.860Z
1008,20,26,1992-12-14T01:21:27.790Z
1009,21,26,1992-12-14T23:26:22.490Z
1008,20,26,1992-12-16T23:49:31.390Z
1039,13,27,1992-12-17T08:36:58.080Z
1038,12,27,1992-12-18T11:01:51.700Z
970,20,25,1992-12-18T18:22:23.500Z
1038,12,27,1992-12-24T18:25:40.060Z
1009,21,26,1992-12-24T22:20:36.120Z
313,9,8,1992-12-26T14:57:38.810Z
312,8,8,1992-12-26T16:08:56.590Z
313,9,8,1992-12-27T01:18:16.510Z
312,8,8,1992-12-28T06:32:33.480Z
1009,21,26,1992-12-28T09:59:23.190Z
1123,21,29,1992-12-30T20:19:50.600Z
1009,21,26,1992-12-31T01:28:10.480Z
1002,14,26,1993-01-02T01:57:12.620Z
993,5,26,1993-01-02T02:39:47.760Z
1038,12,27,1993-01-05T07:00:14.490Z
47,9,1,1993-01-07T23:15:24.740Z
734,12,19,1993-01-11T14:01:52.880Z
1038,12,27,1993-01-12T13:33:09.840Z
269,3,7,1993-01-14T08:41:33.420Z
1039,13,27,1993-01-15T20:03:17.320Z
884,10,23,1993-01-23T06:01:18.200Z
846,10,22,1993-01-23T12:31:33.250Z
1038,12,27,1993-01-23T21:55:22.520Z
1153,13,30,1993-02-01T04:22:20.060Z
1077,13,28,1993-02-01T16:04:08.900Z
267,1,7,1993-02-02T13:56:24.250Z
922,10,24,1993-02-03T18:20:37.300Z
1121,19,29,1993-02-10T04:20:50.190Z
268,2,7,1993-02-12T23:38:17.580Z
1009,21,26,1993-02-12T23:54:53.540Z
613,5,16,1993-02-13T00:19:51.550Z
1008,20,26,1993-02-15T14:42:09.420Z
230,2,6,1993-02-15T16:00:41.800Z
1009,21,26,1993-02-17T07:12:09.550Z
969,19,25,1993-02-22T11:46:30.220Z
1075,11,28,1993-02-24T16:08:34.410Z
922,10,24,1993-02-25T05:40:45.340Z
652,6,17,1993-02-26T21:52:53.890Z
971,21,25,1993-03-01T17:19:25.660Z
971,21,25,1993-03-07T12:36:25.800Z
1241,25,32,1993-03-16T00:44:38.420Z
1009,21,26,1993-03-17T23:38:11.390Z
1009,21,26,1993-03-20T06:51:48.190Z
1038,12,27,1993-04-03T17:01:56.490Z
1009,21,26,1993-04-04T08:29:33.910Z
653,7,17,1993-04-05T21:00:10.910Z
1038,12,27,1993-04-07T08:55:45.600Z
1008,20,26,1993-04-07T10:08:05.680Z
1009,21,26,1993-04-07T16:50:20.380Z
1037,11,27,1993-04-08T00:13:46.330Z
1009,21,26,1993-04-14T19:16:46.500Z
1118,16,29,1993-04-16T09:12:27.190Z
195,5,5,1993-04-17T01:53:40.140Z
1009,21,26,1993-04-18T07:14:47.340Z
1008,20,26,1993-04-19T18:34:19.690Z
773,13,20,1993-04-22T06:21:07.640Z
233,5,6,1993-04-27T03:22:09.870Z
1008,20,26,1993-04-27T20:08:13.540Z
1009,21,26,1993-04-28T08:17:24.340Z
1009,21,26,1993-05-03T21:00:15.090Z
1048,22,27,1993-05-04T18:53:31.580Z
1008,20,26,1993-05-07T09:17:08.870Z
44,6,1,1993-05-08T14:42:59.280Z
1467,23,38,1993-05-16T01:31:21.620Z
42,4,1,1993-05-16T14:59:54.950Z
1009,21,26,1993-05-23T07:34:05.630Z
277,11,7,1993-05-24T11:10:56.920Z
884,10,23,1993-05-27T18:07:00.780Z
971,21,25,1993-06-04T23:49:11.490Z
613,5,16,1993-06-06T02:10:35.000Z
1204,26,31,1993-06-06T11:22:19.180Z
815,17,21,1993-06-07T10:47:53.280Z
652,6,17,1993-06-09T07:46:01.480Z
971,21,25,1993-06-12T06:33:56.850Z
1008,20,26,1993-06-12T21:46:02.580Z
1157,17,30,1993-06-12T22:57:32.380Z
1008,20,26,1993-06-14T07:55:04.920Z
1009,21,26,1993-06-14T11:01:11.590Z
857,21,22,1993-06-15T12:58:58.880Z
1008,20,26,1993-06-19T03:02:10.760Z
971,21,25,1993-06-19T16:54:01.000Z
158,6,4,1993-06-24T13:57:01.730Z
1367,37,35,1993-07-01T11:56:08.320Z
1009,21,26,1993-07-08T22:56:40.260Z
971,21,25,1993-07-13T12:14:57.020Z
974,24,25,1993-07-22T04:57:07.050Z
975,25,25,1993-07-22T06:03:56.270Z
652,6,17,1993-07-30T06:20:26.300Z
613,5,16,1993-07-30T09:10:46.250Z
1008,20,26,1993-07-30T09:29:35.160Z
1008,20,26,1993-07-31T17:36:37.420Z
1050,24,27,1993-08-05T17:58:39.610Z
1049,23,27,1993-08-07T12:26:15.620Z
1030,4,27,1993-08-08T15:11:24.100Z
1009,21,26,1993-08-08T15:25:53.970Z
308,4,8,1993-08-20T06:35:10.040Z
1008,20,26,1993-09-02T08:09:46.150Z
1007,19,26,1993-09-02T10:57:02.400Z
1082,18,28,1993-09-03T14:04:45.650Z
161,9,4,1993-09-04T03:44:03.560Z
615,7,16,1993-09-06T06:27:36.250Z
574,4,15,1993-09-07T08:28:21.920Z
1225,9,32,1993-09-09T12:15:59.770Z
13,13,0,1993-09-11T06:14:27.700Z
1008,20,26,1993-09-12T06:16:13.060Z
1350,20,35,1993-09-19T22:32:58.290Z
387,7,10,1993-09-21T17:01:57.250Z
1008,20,26,1993-09-26T12:14:59.220Z
1008,20,26,1993-10-01T09:16:18.310Z
1164,24,30,1993-10-02T04:11:09.480Z
237,9,6,1993-10-04T04:34:39.630Z
