0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1446,1008,383,383,164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922
1008,383,383,164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858
383,383,164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999
383,164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162
164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971
970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543
384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315
771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387
383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614
884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008
921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885
1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575
1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579
1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199
232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79
275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857
1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349
893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195
348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085
1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79
124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008
41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158
575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038
814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885
1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008
1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736
1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009
232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242
1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205
616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043
614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276
654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009
1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317
893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884
1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885
1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771
922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884
858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970
999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186
1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041
971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008
543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355
315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47
387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809
614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179
1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035
885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42
575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42
579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009
1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583
79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307
857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423
349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423
195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074
1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036
79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880
1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150
158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011
1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970
885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272
1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233
736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008
1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666
1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768
205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260
1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167
276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356
1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009
317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009
884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280
885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276
771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040
884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652
970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009
1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031
1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224
1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082
1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027
47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857
809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736
1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008
1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849
42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275
42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446
1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046
583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120
307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891
423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969
423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224
1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811
1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818
880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855
1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963
1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312
970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009
1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613
233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971
1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314
666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461
768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970
1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853
1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161
1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463
1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121
1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971
1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243
276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084
1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584
652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008
1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736
1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773
1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008
1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972
1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008
857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115
736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083
1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817
849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779
275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42
1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346
1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276
120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652
891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009
969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815
1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811
811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008
818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047
855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276
963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245
312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391
1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008
613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970
971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613
314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009
461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731
970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732
853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281
161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318
463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273
121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857
971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613
1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009
1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775
584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008
1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085
736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234
773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008
1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10
972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731
1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008
115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812
1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008
817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775
779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812
42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008
346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009
