0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162
161,162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162
162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200
162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162
162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162
162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162
162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200
200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162
161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200
162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161
1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162
1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162
162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200
897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162
500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201
162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162
922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200
1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201
1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201
200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200
161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201
200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162
162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162
200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201
162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200
162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200
162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201
200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162
162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162
162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200
162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200
200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162
162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200
200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200
161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200
162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201
162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162
200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200
162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200
201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162
162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161
200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239
201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161
201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199
200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239
201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200
162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162
162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162
201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200
200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162
200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239
201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200
162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158
162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200
200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199
200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200
162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162
200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656
200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036
200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851
201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008
162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194
200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314
200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008
162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127
161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074
239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651
161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008
199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970
239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008
200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461
162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857
162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41
200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695
162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008
239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970
200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276
158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857
200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159
199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079
200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960
162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856
656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968
1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307
851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157
1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815
194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275
314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000
1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893
127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009
1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008
651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219
1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008
970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999
1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281
461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970
857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009
41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88
695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89
1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281
970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858
276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858
857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009
159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324
1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008
960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276
856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879
968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655
307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919
157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857
815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000
275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234
1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008
893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038
1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038
1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008
1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038
1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076
999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038
1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008
970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079
1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047
88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117
89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009
1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505
858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773
858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989
1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445
1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009
1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270
276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446
879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315
655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446
919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483
857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239
1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772
234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200
1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009
1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893
1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009
1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856
1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857
1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281
1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857
1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857
1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857
1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856
117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971
1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857
505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856
773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857
989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388
1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501
1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275
270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851
1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692
315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008
1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009
1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652
239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652
772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3
200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83
1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691
893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049
1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008
856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849
857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038
1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256
857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008
857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881
857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86
856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009
971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919
857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881
856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009
857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008
388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032
501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005
275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163
851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038
692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038
1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000
1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000
652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038
652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000
3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008
83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660
691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970
1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970
1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000
849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231
1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086
1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659
1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314
881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970
86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008
1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242
919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313
881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049
1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008
1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275
1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008
1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660
163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660
1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049
1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009
1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692
1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049
1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049
1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049
1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049
660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049
970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125
970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049
1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010
231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197
1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464
659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122
314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224
970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276
1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429
1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000
313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223
1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739
1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225
275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281
1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281,1008
660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281,1008,1350
660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281,1008,1350,614
