0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
992,1008,200,425,426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971
1008,200,425,426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009
200,425,426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44
425,426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008
426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011
1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162
233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652
1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239
162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200
971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008
970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160
1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079
1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200
1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200
87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232
3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652
970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4
1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327
1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426
971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161
1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162
44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162
1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162
1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162
162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162
652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162,200
239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162,200,161
200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162,200,161,162
1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429
160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076
1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162
200,200,232,652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897
200,232,652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897,500
232,652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897,500,162
652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922
4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009
1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009
1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200
161,162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161
162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200
162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162
162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200
162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162
162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162
200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162
161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200
162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162
1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162
1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162
162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200
897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162
500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200
162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161
922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162
1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162
1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200
200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162
161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201
200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162
162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200
200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201
162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201
162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200
162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201
200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162
162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162
162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201
162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200
200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200
162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201
200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162
161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162
162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200
162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200
200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162
162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200
201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200
162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200
200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201
201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162
201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200
200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200
201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162
162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161
162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239
201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161
200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199
200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239
201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200
162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162
162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162
200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200
200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162
162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239
200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200
200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158
200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200
201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199
162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200
200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162
200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656
162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036
161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851
239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008
161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194
199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314
239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008
200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127
162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074
162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651
200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008
162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970
239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008
200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461
158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857
200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41
199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695
200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008
162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970
656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276
1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857
851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159
1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079
194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960
314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856
1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968
127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307
1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157
651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815
1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275
970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000
1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893
461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009
857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008
41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219
695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008
1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999
970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281
276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970
857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009
159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88
1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89
960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281
856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858
968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858
307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009
157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324
815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008
275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276
1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879
893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655
1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919
1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857
1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000
1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234
999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008
1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038
970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038
1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008
88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038
89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076
1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038
858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008
858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079
1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047
1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117
1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009
276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505
879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773
655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989
919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445
857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009
1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270
234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446
1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315
1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446
1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483
1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239
1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772
1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200
1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009
1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893
1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009
1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856
117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857
1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281
505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857
773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857
989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857
1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856
1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971
270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857
1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856
315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857
1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388
1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501
239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275
772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851
200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692
1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008
893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009
1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652
856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652
857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3
1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83
857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691
857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049
857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008
856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849
971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038
857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256
856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008
857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881
388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86
501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009
275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919
851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881
692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009
1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008
1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032
652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005
652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163
3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038
83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038
691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000
1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000
1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038
849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000
1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008
1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660
1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970
881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970
86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000
1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231
919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086
881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659
1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314
1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970
1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008
1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242
163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313
1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049
1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008
1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275
1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008
1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660
1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660
1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049
660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009
970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692
970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049
1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049
231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049
1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049
659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049
314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125
970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049
1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010
1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197
313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464
1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122
1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224
275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276
1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429
660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000
660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223
1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739
1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225
692,1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281
1049,1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281,1008
1049,1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281,1008,1350
1049,1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281,1008,1350,614
1049,1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281,1008,1350,614,1186
1049,1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281,1008,1350,614,1186,461
1125,1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281,1008,1350,614,1186,461,461
1049,1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281,1008,1350,614,1186,461,461,461
1010,197,464,122,1224,276,1429,1000,1223,739,1225,1281,1008,1350,614,1186,461,461,461,1008
197,464,122,1224,276,1429,1000,1223,739,1225,1281,1008,1350,614,1186,461,461,461,1008,1225
464,122,1224,276,1429,1000,1223,739,1225,1281,1008,1350,614,1186,461,461,461,1008,1225,312
122,1224,276,1429,1000,1223,739,1225,1281,1008,1350,614,1186,461,461,461,1008,1225,312,425
1224,276,1429,1000,1223,739,1225,1281,1008,1350,614,1186,461,461,461,1008,1225,312,425,1313
276,1429,1000,1223,739,1225,1281,1008,1350,614,1186,461,461,461,1008,1225,312,425,1313,313
1429,1000,1223,739,1225,1281,1008,1350,614,1186,461,461,461,1008,1225,312,425,1313,313,1008
1000,1223,739,1225,1281,1008,1350,614,1186,461,461,461,1008,1225,312,425,1313,313,1008,348
1223,739,1225,1281,1008,1350,614,1186,461,461,461,1008,1225,312,425,1313,313,1008,348,1037
739,1225,1281,1008,1350,614,1186,461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225
1225,1281,1008,1350,614,1186,461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202
1281,1008,1350,614,1186,461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850
1008,1350,614,1186,461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008
1350,614,1186,461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117
614,1186,461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161
1186,461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970
461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970
461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083
461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888
1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275
