0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
383,383,164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008
383,164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008
164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232
970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009
384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616
771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614
383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654
884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032
921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893
1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031
1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009
1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922
232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858
275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999
1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162
893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971
348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543
1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315
124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387
41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614
575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008
814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885
1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575
1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579
1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199
232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79
1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857
616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349
614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195
654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085
1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79
893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008
1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158
1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038
922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885
858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008
999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736
1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009
971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242
543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205
315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043
387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276
614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009
1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317
885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884
575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885
579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771
1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884
79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970
857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186
349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041
195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008
1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355
79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47
1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809
158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179
1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035
885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42
1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42
736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009
1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583
1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307
205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423
1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423
276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074
1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036
317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880
884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150
885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011
771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970
884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272
970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233
1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008
1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666
1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768
1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260
47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167
809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356
1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009
1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009
42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280
42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276
1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040
583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652
307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009
423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031
423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224
1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082
1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027
880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857
1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736
1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008
970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849
1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275
233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446
1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046
666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120
768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891
1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969
1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224
1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811
1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818
1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855
1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963
276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312
1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009
652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613
1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971
1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314
1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461
1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970
1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853
857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161
736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463
1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121
849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971
275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243
1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084
1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584
120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008
891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736
969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773
1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008
811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972
818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008
855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115
963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083
312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817
1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779
613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42
971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346
314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276
461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652
970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009
853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815
161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811
463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008
121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047
971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276
1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245
1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391
584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008
1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970
736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613
773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009
1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731
972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732
1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281
115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318
1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273
817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857
779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613
42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009
346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775
276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008
652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085
1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234
815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008
811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10
1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731
1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008
276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812
1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008
391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775
1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812
970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008
613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009
1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009
731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035
732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276
1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047
1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048
1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424
857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008
613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009
1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849
775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221
1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037
1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128
234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88
1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112
10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150
731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008
1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009
812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203
1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691
775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185
812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311
1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008
1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884
1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008
1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009
276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008
1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239
1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961
424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407
1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120
1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305
849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008
1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88
1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008
1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008
88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008
1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157
1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501
1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808
1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008
203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008
691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345
1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346
311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345
1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384
884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384
1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347
1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346
1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346
239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423
961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999
1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223
120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503
305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270
1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008
88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035
1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5
1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028
1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150
1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046
501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075
808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997
1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269
1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231
345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80
346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075
345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112
384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027
384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307
347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305
346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305
