0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049
5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065
1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009
1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969
1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158
1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41
997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203
269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87
231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008
80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089
1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049
1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008
1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008
307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930
1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931
1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008
658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008
1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087
1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961
121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850
1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882
346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048
1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990
1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086
969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049
690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999
1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857
1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853
1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961
1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009
701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008
970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039
87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008
1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233
1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008
1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959
969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956
158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000
41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074
1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159
87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971
1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736
1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812
1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104
1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697
1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466
930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009
931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198
1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008
1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809
1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50
961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009
850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811
882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652
1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922
990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008
1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880
1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009
999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613
857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008
853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185
961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884
1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884
1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953
1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460
1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884
233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613
1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115
959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613
956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736
1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156
1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200
1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009
971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162
736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008
812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734
1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244
697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008
1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008
1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740
198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008
1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308
809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933
50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614
1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009
811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042
652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652
922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41
1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196
880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575
1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009
613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043
1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812
1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314
884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008
884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008
953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009
460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009
884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234
613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161
115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151
613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046
736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009
156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895
200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934
1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008
162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857
1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030
734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320
1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162
1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893
1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047
740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52
1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857
308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009
933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358
614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80
1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358
1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358
652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12
41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008
196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811
575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008
1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998
1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200
812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048
314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612
1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972
1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009
1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008
1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029
234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009
161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008
1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001
1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653
1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383
895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383
934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383
1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200
857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970
1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276
1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383
162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41
893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844
1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772
52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000
857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000
1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008
1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930
80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446
1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882
1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773
12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276
1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345
811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998
1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037
998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959
200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037
1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009
612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008
972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112
1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112,240
1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112,240,997
1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112,240,997,83
1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112,240,997,83,773
