0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008
9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847
195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115
80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283
884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307
1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277
1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276
1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009
1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009
973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150
1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263
3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989
737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970
1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313
1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032
970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500
3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500
923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969
885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034
884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307
1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008
235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888
922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281
1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008
315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775
846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157
922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307
1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166
270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315
816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009
1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011
1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158
847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42
1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652
1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185
307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201
277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010
276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008
1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008
1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047
1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971
1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970
989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973
970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79
313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009
1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970
500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313
500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3
969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693
1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992
307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119
1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047
888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970
1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127
1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009
775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810
157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009
307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124
1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41
315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970
1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767
1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613
158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276
42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047
652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009
1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427
201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234
1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736
1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970
1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009
1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118
971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970
970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276
973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008
79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998
1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162
970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961
313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237
3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999
693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652
992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653
1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031
1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031
970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002
1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009
1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842
810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79
1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394
124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008
41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651
970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971
767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79
613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79
276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2
1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008
1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276
427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244
234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008
736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245
970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236
1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038
1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158
970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308
276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141
1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009
998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275
162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41
961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999
237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008
999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227
652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008
653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034
1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735
1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41
1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227
1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227
842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080
79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79
1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163
1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008
651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654
971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314
79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194
79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692
2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730
1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91
276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275
1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313
1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196
1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008
236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692
1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691
1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000
308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199
1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009
1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080
275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131
41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971
999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884
1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224
1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269
1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271
1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008
735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499
41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499
1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960
1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269
1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009
79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736
163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50
1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008
654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119
314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282
194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046
692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009
730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973
91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700
1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080
313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42
196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614
1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008
692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48
691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768
1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968
199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008
1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997
1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008
131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009
971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736
884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614
1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997
269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008
271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276
1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929
499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009
499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009,241
960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009,241,738
269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009,241,738,930
1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009,241,738,930,504
736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009,241,738,930,504,998
50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009,241,738,930,504,998,998
