0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009
1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810
1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009
971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124
970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41
973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970
79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767
1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613
970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276
313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047
3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009
693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427
992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234
1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736
1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970
970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009
1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118
1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970
810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276
1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008
124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998
41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162
970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961
767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237
613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999
276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652
1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653
1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031
427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031
234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002
736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009
970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842
1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79
1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394
970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008
276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651
1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971
998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79
162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79
961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2
237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008
999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276
652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244
653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008
1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245
1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236
1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038
1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158
842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308
79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141
1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009
1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275
651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41
971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999
79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008
79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227
2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008
1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034
276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735
1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41
1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227
1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227
236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080
1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79
1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163
308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008
1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654
1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314
275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194
41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692
999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730
1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91
1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275
1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313
1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196
735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008
41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692
1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691
1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000
1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199
79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009
163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080
1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131
654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971
314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884
194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224
692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269
730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271
91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008
1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499
313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499
196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960
1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269
692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009
691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736
1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50
199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008
1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119
1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282
131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046
971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009
884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973
1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700
269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080
271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42
1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614
499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008
499,960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48
960,269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768
269,1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968
1009,736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008
736,50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997
50,1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008
1008,119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009
119,1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736
1282,1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614
1046,1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997
1009,973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008
973,700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276
700,1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929
1080,42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009
42,614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009,241
614,1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009,241,738
1008,48,768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009,241,738,930
48,768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009,241,738,930,504
768,968,1008,997,1008,1009,736,614,997,1008,276,929,1009,241,738,930,504,998
968,1008,997,1008,1009,736,614,997,1008,276,929,1009,241,738,930,504,998,998
1008,997,1008,1009,736,614,997,1008,276,929,1009,241,738,930,504,998,998,998
997,1008,1009,736,614,997,1008,276,929,1009,241,738,930,504,998,998,998,125
1008,1009,736,614,997,1008,276,929,1009,241,738,930,504,998,998,998,125,739
1009,736,614,997,1008,276,929,1009,241,738,930,504,998,998,998,125,739,1195
736,614,997,1008,276,929,1009,241,738,930,504,998,998,998,125,739,1195,1260
614,997,1008,276,929,1009,241,738,930,504,998,998,998,125,739,1195,1260,1008
997,1008,276,929,1009,241,738,930,504,998,998,998,125,739,1195,1260,1008,383
1008,276,929,1009,241,738,930,504,998,998,998,125,739,1195,1260,1008,383,1385
276,929,1009,241,738,930,504,998,998,998,125,739,1195,1260,1008,383,1385,384
929,1009,241,738,930,504,998,998,998,125,739,1195,1260,1008,383,1385,384,1008
1009,241,738,930,504,998,998,998,125,739,1195,1260,1008,383,1385,384,1008,427
241,738,930,504,998,998,998,125,739,1195,1260,1008,383,1385,384,1008,427,383
738,930,504,998,998,998,125,739,1195,1260,1008,383,1385,384,1008,427,383,160
930,504,998,998,998,125,739,1195,1260,1008,383,1385,384,1008,427,383,160,1446
504,998,998,998,125,739,1195,1260,1008,383,1385,384,1008,427,383,160,1446,1008
998,998,998,125,739,1195,1260,1008,383,1385,384,1008,427,383,160,1446,1008,383
998,998,125,739,1195,1260,1008,383,1385,384,1008,427,383,160,1446,1008,383,383
998,125,739,1195,1260,1008,383,1385,384,1008,427,383,160,1446,1008,383,383,164
125,739,1195,1260,1008,383,1385,384,1008,427,383,160,1446,1008,383,383,164,970
739,1195,1260,1008,383,1385,384,1008,427,383,160,1446,1008,383,383,164,970,384
1195,1260,1008,383,1385,384,1008,427,383,160,1446,1008,383,383,164,970,384,771
1260,1008,383,1385,384,1008,427,383,160,1446,1008,383,383,164,970,384,771,383
1008,383,1385,384,1008,427,383,160,1446,1008,383,383,164,970,384,771,383,884
383,1385,384,1008,427,383,160,1446,1008,383,383,164,970,384,771,383,884,921
1385,384,1008,427,383,160,1446,1008,383,383,164,970,384,771,383,884,921,1151
384,1008,427,383,160,1446,1008,383,383,164,970,384,771,383,884,921,1151,1008
1008,427,383,160,1446,1008,383,383,164,970,384,771,383,884,921,1151,1008,1008
427,383,160,1446,1008,383,383,164,970,384,771,383,884,921,1151,1008,1008,232
383,160,1446,1008,383,383,164,970,384,771,383,884,921,1151,1008,1008,232,275
160,1446,1008,383,383,164,970,384,771,383,884,921,1151,1008,1008,232,275,1004
1446,1008,383,383,164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893
1008,383,383,164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348
383,383,164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008
383,164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124
164,970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41
970,384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575
384,771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814
771,383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008
383,884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008
884,921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008
921,1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232
1151,1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009
1008,1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616
1008,232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614
232,275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654
275,1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032
1004,893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893
893,348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031
348,1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009
1008,124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922
124,41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858
41,575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999
575,814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162
814,1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971
1008,1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543
1008,1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315
1008,232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387
232,1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614
1009,616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008
616,614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885
614,654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575
654,1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579
1032,893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199
893,1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79
1031,1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857
1009,922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349
922,858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195
858,999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085
999,1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79
1162,971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008
971,543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158
543,315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038
315,387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885
387,614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008
614,1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736
1008,885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009
885,575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242
575,579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205
579,1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043
1199,79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276
79,857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009
857,349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317
349,195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884
195,1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885
1085,79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771
79,1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884
1008,158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970
158,1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186
1038,885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041
885,1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008
1008,736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355
736,1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47
1009,1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809
1242,205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179
205,1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035
1043,276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42
276,1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42
1009,317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009
317,884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583
884,885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307
885,771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423
771,884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423
884,970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074
970,1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036
1186,1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880
1041,1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150
1008,1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011
1355,47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970
47,809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272
809,1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233
1179,1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008
1035,42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666
42,42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768
42,1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260
1009,583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167
583,307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356
307,423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009
423,423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009
423,1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280
1074,1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276
1036,880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040
880,1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652
1150,1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009
1011,970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031
970,1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224
1272,233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082
233,1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027
1008,666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857
666,768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736
768,1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008
1260,1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849
1167,1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275
1356,1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446
1009,1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046
1009,1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120
1280,276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891
276,1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969
1040,652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224
652,1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811
1009,1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818
1031,1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855
1224,1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963
1082,1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312
1027,857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009
857,736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613
736,1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971
1008,849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314
849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461
275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970
1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853
1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161
120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463
891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121
969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971
1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243
811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084
818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584
855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008
963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736
312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773
1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008
613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972
971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008
314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115
461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083
970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817
853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779
161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42
463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346
121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276
971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652
1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009
1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815
584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811
1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008
736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047
773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276
1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245
972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391
1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008
115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970
1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613
817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009
779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731
42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732
346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281
276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318
652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273
1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857
815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613
811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009
1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775
1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008
276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085
1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234
391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008
1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10
