0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
849,275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008
275,1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115
1446,1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083
1046,120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817
120,891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779
891,969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42
969,1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346
1224,811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276
811,818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652
818,855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009
855,963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815
963,312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811
312,1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008
1009,613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047
613,971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276
971,314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245
314,461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391
461,970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008
970,853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970
853,161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613
161,463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009
463,121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731
121,971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732
971,1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281
1243,1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318
1084,584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273
584,1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857
1008,736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613
736,773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009
773,1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775
1008,972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008
972,1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085
1008,115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234
115,1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008
1083,817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10
817,779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731
779,42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008
42,346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812
346,276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008
276,652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775
652,1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812
1009,815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008
815,811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009
811,1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009
1008,1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035
1047,276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276
276,1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047
1245,391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048
391,1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424
1008,970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008
970,613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009
613,1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849
1009,731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221
731,732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037
732,1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128
1281,1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88
1318,1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112
1273,857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150
857,613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008
613,1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009
1009,775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203
775,1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691
1008,1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185
1085,234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311
234,1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008
1008,10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884
10,731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008
731,1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009
1008,812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008
812,1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239
1008,775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961
775,812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407
812,1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120
1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305
1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008
1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88
1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008
276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008
1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008
1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157
424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501
1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808
1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008
849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008
1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345
1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346
1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345
88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384
1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384
1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347
1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346
1009,203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346
203,691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423
691,1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999
1185,311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223
311,1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503
1008,884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270
884,1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008
1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035
1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5
1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028
239,961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150
961,1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046
1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075
120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997
305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269
1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231
88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80
1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075
1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112
1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027
1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307
501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305
808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305
1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658
1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028
345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028
346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121
345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009
384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346
384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072
347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009
346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969
346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690
423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008
999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007
1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008
503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009
270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701
1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970
1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87
5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049
1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065
1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009
1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969
1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158
997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41
269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203
231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87
80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008
1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089
1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049
1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008
307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008
1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930
1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931
658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008
1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008
1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087
121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961
1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850
346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882
1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048
1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990
969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086
690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049
1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999
1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857
1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853
1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961
701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009
970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008
87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039
1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008
1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233
1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008
969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959
158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956
41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000
