0,1,2,3,4,5,6,7,8,9,10,11
1008,1009,1009,1035,276,1047,1048,424,1008,1009,849,1221
1009,1009,1035,276,1047,1048,424,1008,1009,849,1221,1037
1009,1035,276,1047,1048,424,1008,1009,849,1221,1037,1128
1035,276,1047,1048,424,1008,1009,849,1221,1037,1128,88
276,1047,1048,424,1008,1009,849,1221,1037,1128,88,1112
1047,1048,424,1008,1009,849,1221,1037,1128,88,1112,1150
1048,424,1008,1009,849,1221,1037,1128,88,1112,1150,1008
424,1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009
1008,1009,849,1221,1037,1128,88,1112,1150,1008,1009,203
1009,849,1221,1037,1128,88,1112,1150,1008,1009,203,691
849,1221,1037,1128,88,1112,1150,1008,1009,203,691,1185
1221,1037,1128,88,1112,1150,1008,1009,203,691,1185,311
1037,1128,88,1112,1150,1008,1009,203,691,1185,311,1008
1128,88,1112,1150,1008,1009,203,691,1185,311,1008,884
88,1112,1150,1008,1009,203,691,1185,311,1008,884,1008
1112,1150,1008,1009,203,691,1185,311,1008,884,1008,1009
1150,1008,1009,203,691,1185,311,1008,884,1008,1009,1008
1008,1009,203,691,1185,311,1008,884,1008,1009,1008,239
1009,203,691,1185,311,1008,884,1008,1009,1008,239,961
203,691,1185,311,1008,884,1008,1009,1008,239,961,1407
691,1185,311,1008,884,1008,1009,1008,239,961,1407,120
1185,311,1008,884,1008,1009,1008,239,961,1407,120,305
311,1008,884,1008,1009,1008,239,961,1407,120,305,1008
1008,884,1008,1009,1008,239,961,1407,120,305,1008,88
884,1008,1009,1008,239,961,1407,120,305,1008,88,1008
1008,1009,1008,239,961,1407,120,305,1008,88,1008,1008
1009,1008,239,961,1407,120,305,1008,88,1008,1008,1008
1008,239,961,1407,120,305,1008,88,1008,1008,1008,1157
239,961,1407,120,305,1008,88,1008,1008,1008,1157,501
961,1407,120,305,1008,88,1008,1008,1008,1157,501,808
1407,120,305,1008,88,1008,1008,1008,1157,501,808,1008
120,305,1008,88,1008,1008,1008,1157,501,808,1008,1008
305,1008,88,1008,1008,1008,1157,501,808,1008,1008,345
1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346
88,1008,1008,1008,1157,501,808,1008,1008,345,346,345
1008,1008,1008,1157,501,808,1008,1008,345,346,345,384
1008,1008,1157,501,808,1008,1008,345,346,345,384,384
1008,1157,501,808,1008,1008,345,346,345,384,384,347
1157,501,808,1008,1008,345,346,345,384,384,347,346
501,808,1008,1008,345,346,345,384,384,347,346,346
808,1008,1008,345,346,345,384,384,347,346,346,423
1008,1008,345,346,345,384,384,347,346,346,423,999
1008,345,346,345,384,384,347,346,346,423,999,1223
345,346,345,384,384,347,346,346,423,999,1223,503
346,345,384,384,347,346,346,423,999,1223,503,270
345,384,384,347,346,346,423,999,1223,503,270,1008
384,384,347,346,346,423,999,1223,503,270,1008,1035
384,347,346,346,423,999,1223,503,270,1008,1035,5
347,346,346,423,999,1223,503,270,1008,1035,5,1028
346,346,423,999,1223,503,270,1008,1035,5,1028,1150
346,423,999,1223,503,270,1008,1035,5,1028,1150,1046
423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075
999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997
1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269
503,270,1008,1035,5,1028,1150,1046,1075,997,269,231
270,1008,1035,5,1028,1150,1046,1075,997,269,231,80
1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075
1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112
5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027
1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307
1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305
1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305
1075,997,269,231,80,1075,1112,1027,307,1305,1305,658
997,269,231,80,1075,1112,1027,307,1305,1305,658,1028
269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028
231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121
80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009
1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346
1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072
1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009
307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969
1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690
1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008
658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007
1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008
1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009
121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701
1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970
346,1072,1009,969,690,1008,1007,1008,1009,701,970,87
1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049
1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065
969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009
690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969
1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158
1007,1008,1009,701,970,87,1049,1065,1009,969,158,41
1008,1009,701,970,87,1049,1065,1009,969,158,41,1203
1009,701,970,87,1049,1065,1009,969,158,41,1203,87
701,970,87,1049,1065,1009,969,158,41,1203,87,1008
970,87,1049,1065,1009,969,158,41,1203,87,1008,1089
87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049
1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008
1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008
1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930
969,158,41,1203,87,1008,1089,1049,1008,1008,930,931
158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008
41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008
1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087
87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961
1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850
1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882
1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048
1008,1008,930,931,1008,1008,1087,961,850,882,1048,990
1008,930,931,1008,1008,1087,961,850,882,1048,990,1086
930,931,1008,1008,1087,961,850,882,1048,990,1086,1049
931,1008,1008,1087,961,850,882,1048,990,1086,1049,999
1008,1008,1087,961,850,882,1048,990,1086,1049,999,857
1008,1087,961,850,882,1048,990,1086,1049,999,857,853
1087,961,850,882,1048,990,1086,1049,999,857,853,961
961,850,882,1048,990,1086,1049,999,857,853,961,1009
850,882,1048,990,1086,1049,999,857,853,961,1009,1008
882,1048,990,1086,1049,999,857,853,961,1009,1008,1039
1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008
990,1086,1049,999,857,853,961,1009,1008,1039,1008,233
1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008
1049,999,857,853,961,1009,1008,1039,1008,233,1008,959
999,857,853,961,1009,1008,1039,1008,233,1008,959,956
857,853,961,1009,1008,1039,1008,233,1008,959,956,1000
853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074
961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159
1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971
1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736
1039,1008,233,1008,959,956,1000,1074,1159,971,736,812
1008,233,1008,959,956,1000,1074,1159,971,736,812,1104
233,1008,959,956,1000,1074,1159,971,736,812,1104,697
1008,959,956,1000,1074,1159,971,736,812,1104,697,1466
959,956,1000,1074,1159,971,736,812,1104,697,1466,1009
956,1000,1074,1159,971,736,812,1104,697,1466,1009,198
1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008
1074,1159,971,736,812,1104,697,1466,1009,198,1008,809
1159,971,736,812,1104,697,1466,1009,198,1008,809,50
971,736,812,1104,697,1466,1009,198,1008,809,50,1009
736,812,1104,697,1466,1009,198,1008,809,50,1009,811
812,1104,697,1466,1009,198,1008,809,50,1009,811,652
1104,697,1466,1009,198,1008,809,50,1009,811,652,922
697,1466,1009,198,1008,809,50,1009,811,652,922,1008
1466,1009,198,1008,809,50,1009,811,652,922,1008,880
1009,198,1008,809,50,1009,811,652,922,1008,880,1009
198,1008,809,50,1009,811,652,922,1008,880,1009,613
1008,809,50,1009,811,652,922,1008,880,1009,613,1008
809,50,1009,811,652,922,1008,880,1009,613,1008,1185
50,1009,811,652,922,1008,880,1009,613,1008,1185,884
1009,811,652,922,1008,880,1009,613,1008,1185,884,884
811,652,922,1008,880,1009,613,1008,1185,884,884,953
652,922,1008,880,1009,613,1008,1185,884,884,953,460
922,1008,880,1009,613,1008,1185,884,884,953,460,884
1008,880,1009,613,1008,1185,884,884,953,460,884,613
880,1009,613,1008,1185,884,884,953,460,884,613,115
1009,613,1008,1185,884,884,953,460,884,613,115,613
613,1008,1185,884,884,953,460,884,613,115,613,736
1008,1185,884,884,953,460,884,613,115,613,736,156
1185,884,884,953,460,884,613,115,613,736,156,200
884,884,953,460,884,613,115,613,736,156,200,1009
884,953,460,884,613,115,613,736,156,200,1009,162
953,460,884,613,115,613,736,156,200,1009,162,1008
460,884,613,115,613,736,156,200,1009,162,1008,734
884,613,115,613,736,156,200,1009,162,1008,734,1244
613,115,613,736,156,200,1009,162,1008,734,1244,1008
115,613,736,156,200,1009,162,1008,734,1244,1008,1008
613,736,156,200,1009,162,1008,734,1244,1008,1008,740
736,156,200,1009,162,1008,734,1244,1008,1008,740,1008
156,200,1009,162,1008,734,1244,1008,1008,740,1008,308
200,1009,162,1008,734,1244,1008,1008,740,1008,308,933
1009,162,1008,734,1244,1008,1008,740,1008,308,933,614
162,1008,734,1244,1008,1008,740,1008,308,933,614,1009
1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042
734,1244,1008,1008,740,1008,308,933,614,1009,1042,652
1244,1008,1008,740,1008,308,933,614,1009,1042,652,41
1008,1008,740,1008,308,933,614,1009,1042,652,41,196
1008,740,1008,308,933,614,1009,1042,652,41,196,575
740,1008,308,933,614,1009,1042,652,41,196,575,1009
1008,308,933,614,1009,1042,652,41,196,575,1009,1043
308,933,614,1009,1042,652,41,196,575,1009,1043,812
933,614,1009,1042,652,41,196,575,1009,1043,812,314
614,1009,1042,652,41,196,575,1009,1043,812,314,1008
1009,1042,652,41,196,575,1009,1043,812,314,1008,1008
1042,652,41,196,575,1009,1043,812,314,1008,1008,1009
652,41,196,575,1009,1043,812,314,1008,1008,1009,1009
41,196,575,1009,1043,812,314,1008,1008,1009,1009,234
196,575,1009,1043,812,314,1008,1008,1009,1009,234,161
575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151
1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046
1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009
812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895
314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934
1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008
1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857
1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030
1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320
234,161,1151,1046,1009,895,934,1008,857,1030,1320,162
161,1151,1046,1009,895,934,1008,857,1030,1320,162,893
1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047
1046,1009,895,934,1008,857,1030,1320,162,893,1047,52
1009,895,934,1008,857,1030,1320,162,893,1047,52,857
895,934,1008,857,1030,1320,162,893,1047,52,857,1009
934,1008,857,1030,1320,162,893,1047,52,857,1009,1358
1008,857,1030,1320,162,893,1047,52,857,1009,1358,80
857,1030,1320,162,893,1047,52,857,1009,1358,80,1358
1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358
1320,162,893,1047,52,857,1009,1358,80,1358,1358,12
162,893,1047,52,857,1009,1358,80,1358,1358,12,1008
893,1047,52,857,1009,1358,80,1358,1358,12,1008,811
1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008
52,857,1009,1358,80,1358,1358,12,1008,811,1008,998
857,1009,1358,80,1358,1358,12,1008,811,1008,998,200
1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048
1358,80,1358,1358,12,1008,811,1008,998,200,1048,612
80,1358,1358,12,1008,811,1008,998,200,1048,612,972
1358,1358,12,1008,811,1008,998,200,1048,612,972,1009
1358,12,1008,811,1008,998,200,1048,612,972,1009,1008
12,1008,811,1008,998,200,1048,612,972,1009,1008,1029
1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009
811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008
1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001
998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653
200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383
1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383
612,972,1009,1008,1029,1009,1008,1001,653,383,383,383
972,1009,1008,1029,1009,1008,1001,653,383,383,383,200
1009,1008,1029,1009,1008,1001,653,383,383,383,200,970
1008,1029,1009,1008,1001,653,383,383,383,200,970,276
1029,1009,1008,1001,653,383,383,383,200,970,276,383
1009,1008,1001,653,383,383,383,200,970,276,383,41
1008,1001,653,383,383,383,200,970,276,383,41,844
1001,653,383,383,383,200,970,276,383,41,844,772
653,383,383,383,200,970,276,383,41,844,772,1000
383,383,383,200,970,276,383,41,844,772,1000,1000
383,383,200,970,276,383,41,844,772,1000,1000,1008
383,200,970,276,383,41,844,772,1000,1000,1008,930
200,970,276,383,41,844,772,1000,1000,1008,930,1446
970,276,383,41,844,772,1000,1000,1008,930,1446,882
276,383,41,844,772,1000,1000,1008,930,1446,882,773
383,41,844,772,1000,1000,1008,930,1446,882,773,276
41,844,772,1000,1000,1008,930,1446,882,773,276,345
844,772,1000,1000,1008,930,1446,882,773,276,345,998
772,1000,1000,1008,930,1446,882,773,276,345,998,1037
1000,1000,1008,930,1446,882,773,276,345,998,1037,959
1000,1008,930,1446,882,773,276,345,998,1037,959,1037
1008,930,1446,882,773,276,345,998,1037,959,1037,1009
930,1446,882,773,276,345,998,1037,959,1037,1009,1008
1446,882,773,276,345,998,1037,959,1037,1009,1008,1112
882,773,276,345,998,1037,959,1037,1009,1008,1112,240
773,276,345,998,1037,959,1037,1009,1008,1112,240,997
276,345,998,1037,959,1037,1009,1008,1112,240,997,83
345,998,1037,959,1037,1009,1008,1112,240,997,83,773
998,1037,959,1037,1009,1008,1112,240,997,83,773,811
1037,959,1037,1009,1008,1112,240,997,83,773,811,1041
959,1037,1009,1008,1112,240,997,83,773,811,1041,964
1037,1009,1008,1112,240,997,83,773,811,1041,964,1002
1009,1008,1112,240,997,83,773,811,1041,964,1002,1008
1008,1112,240,997,83,773,811,1041,964,1002,1008,1321
1112,240,997,83,773,811,1041,964,1002,1008,1321,889
240,997,83,773,811,1041,964,1002,1008,1321,889,123
997,83,773,811,1041,964,1002,1008,1321,889,123,312
83,773,811,1041,964,1002,1008,1321,889,123,312,1161
773,811,1041,964,1002,1008,1321,889,123,312,1161,1009
811,1041,964,1002,1008,1321,889,123,312,1161,1009,801
1041,964,1002,1008,1321,889,123,312,1161,1009,801,235
964,1002,1008,1321,889,123,312,1161,1009,801,235,1008
1002,1008,1321,889,123,312,1161,1009,801,235,1008,1041
1008,1321,889,123,312,1161,1009,801,235,1008,1041,231
1321,889,123,312,1161,1009,801,235,1008,1041,231,270
889,123,312,1161,1009,801,235,1008,1041,231,270,574
123,312,1161,1009,801,235,1008,1041,231,270,574,922
312,1161,1009,801,235,1008,1041,231,270,574,922,884
1161,1009,801,235,1008,1041,231,270,574,922,884,200
1009,801,235,1008,1041,231,270,574,922,884,200,1085
801,235,1008,1041,231,270,574,922,884,200,1085,1189
235,1008,1041,231,270,574,922,884,200,1085,1189,1041
1008,1041,231,270,574,922,884,200,1085,1189,1041,353
1041,231,270,574,922,884,200,1085,1189,1041,353,461
231,270,574,922,884,200,1085,1189,1041,353,461,499
270,574,922,884,200,1085,1189,1041,353,461,499,768
574,922,884,200,1085,1189,1041,353,461,499,768,192
922,884,200,1085,1189,1041,353,461,499,768,192,126
884,200,1085,1189,1041,353,461,499,768,192,126,1005
200,1085,1189,1041,353,461,499,768,192,126,1005,1009
1085,1189,1041,353,461,499,768,192,126,1005,1009,1008
1189,1041,353,461,499,768,192,126,1005,1009,1008,239
1041,353,461,499,768,192,126,1005,1009,1008,239,1008
353,461,499,768,192,126,1005,1009,1008,239,1008,692
461,499,768,192,126,1005,1009,1008,239,1008,692,652
499,768,192,126,1005,1009,1008,239,1008,692,652,79
768,192,126,1005,1009,1008,239,1008,692,652,79,691
192,126,1005,1009,1008,239,1008,692,652,79,691,922
126,1005,1009,1008,239,1008,692,652,79,691,922,576
1005,1009,1008,239,1008,692,652,79,691,922,576,1038
1009,1008,239,1008,692,652,79,691,922,576,1038,1043
1008,239,1008,692,652,79,691,922,576,1038,1043,200
239,1008,692,652,79,691,922,576,1038,1043,200,353
1008,692,652,79,691,922,576,1038,1043,200,353,818
692,652,79,691,922,576,1038,1043,200,353,818,200
652,79,691,922,576,1038,1043,200,353,818,200,1008
79,691,922,576,1038,1043,200,353,818,200,1008,615
691,922,576,1038,1043,200,353,818,200,1008,615,614
922,576,1038,1043,200,353,818,200,1008,615,614,1465
576,1038,1043,200,353,818,200,1008,615,614,1465,81
1038,1043,200,353,818,200,1008,615,614,1465,81,1223
1043,200,353,818,200,1008,615,614,1465,81,1223,1036
200,353,818,200,1008,615,614,1465,81,1223,1036,1281
353,818,200,1008,615,614,1465,81,1223,1036,1281,1008
818,200,1008,615,614,1465,81,1223,1036,1281,1008,1187
200,1008,615,614,1465,81,1223,1036,1281,1008,1187,1031
1008,615,614,1465,81,1223,1036,1281,1008,1187,1031,1008
615,614,1465,81,1223,1036,1281,1008,1187,1031,1008,200
614,1465,81,1223,1036,1281,1008,1187,1031,1008,200,312
1465,81,1223,1036,1281,1008,1187,1031,1008,200,312,312
81,1223,1036,1281,1008,1187,1031,1008,200,312,312,275
1223,1036,1281,1008,1187,1031,1008,200,312,312,275,1123
1036,1281,1008,1187,1031,1008,200,312,312,275,1123,1008
1281,1008,1187,1031,1008,200,312,312,275,1123,1008,857
1008,1187,1031,1008,200,312,312,275,1123,1008,857,124
1187,1031,1008,200,312,312,275,1123,1008,857,124,1008
1031,1008,200,312,312,275,1123,1008,857,124,1008,1046
1008,200,312,312,275,1123,1008,857,124,1008,1046,1008
200,312,312,275,1123,1008,857,124,1008,1046,1008,1047
312,312,275,1123,1008,857,124,1008,1046,1008,1047,1001
312,275,1123,1008,857,124,1008,1046,1008,1047,1001,1008
275,1123,1008,857,124,1008,1046,1008,1047,1001,1008,768
1123,1008,857,124,1008,1046,1008,1047,1001,1008,768,231
1008,857,124,1008,1046,1008,1047,1001,1008,768,231,1008
857,124,1008,1046,1008,1047,1001,1008,768,231,1008,1008
124,1008,1046,1008,1047,1001,1008,768,231,1008,1008,200
1008,1046,1008,1047,1001,1008,768,231,1008,1008,200,651
1046,1008,1047,1001,1008,768,231,1008,1008,200,651,651
1008,1047,1001,1008,768,231,1008,1008,200,651,651,1084
1047,1001,1008,768,231,1008,1008,200,651,651,1084,238
1001,1008,768,231,1008,1008,200,651,651,1084,238,162
1008,768,231,1008,1008,200,651,651,1084,238,162,46
768,231,1008,1008,200,651,651,1084,238,162,46,992
231,1008,1008,200,651,651,1084,238,162,46,992,1008
1008,1008,200,651,651,1084,238,162,46,992,1008,200
1008,200,651,651,1084,238,162,46,992,1008,200,425
200,651,651,1084,238,162,46,992,1008,200,425,426
651,651,1084,238,162,46,992,1008,200,425,426,1158
651,1084,238,162,46,992,1008,200,425,426,1158,233
1084,238,162,46,992,1008,200,425,426,1158,233,1009
238,162,46,992,1008,200,425,426,1158,233,1009,162
162,46,992,1008,200,425,426,1158,233,1009,162,971
46,992,1008,200,425,426,1158,233,1009,162,971,970
992,1008,200,425,426,1158,233,1009,162,971,970,1281
1008,200,425,426,1158,233,1009,162,971,970,1281,1281
200,425,426,1158,233,1009,162,971,970,1281,1281,1281
425,426,1158,233,1009,162,971,970,1281,1281,1281,87
426,1158,233,1009,162,971,970,1281,1281,1281,87,3
1158,233,1009,162,971,970,1281,1281,1281,87,3,970
233,1009,162,971,970,1281,1281,1281,87,3,970,1047
1009,162,971,970,1281,1281,1281,87,3,970,1047,1008
162,971,970,1281,1281,1281,87,3,970,1047,1008,971
971,970,1281,1281,1281,87,3,970,1047,1008,971,1009
970,1281,1281,1281,87,3,970,1047,1008,971,1009,44
1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008
1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011
1281,87,3,970,1047,1008,971,1009,44,1008,1011,162
87,3,970,1047,1008,971,1009,44,1008,1011,162,652
3,970,1047,1008,971,1009,44,1008,1011,162,652,239
970,1047,1008,971,1009,44,1008,1011,162,652,239,200
1047,1008,971,1009,44,1008,1011,162,652,239,200,1008
1008,971,1009,44,1008,1011,162,652,239,200,1008,160
971,1009,44,1008,1011,162,652,239,200,1008,160,1079
1009,44,1008,1011,162,652,239,200,1008,160,1079,200
44,1008,1011,162,652,239,200,1008,160,1079,200,200
1008,1011,162,652,239,200,1008,160,1079,200,200,232
1011,162,652,239,200,1008,160,1079,200,200,232,652
162,652,239,200,1008,160,1079,200,200,232,652,4
652,239,200,1008,160,1079,200,200,232,652,4,1327
239,200,1008,160,1079,200,200,232,652,4,1327,1426
200,1008,160,1079,200,200,232,652,4,1327,1426,161
1008,160,1079,200,200,232,652,4,1327,1426,161,162
160,1079,200,200,232,652,4,1327,1426,161,162,162
1079,200,200,232,652,4,1327,1426,161,162,162,162
200,200,232,652,4,1327,1426,161,162,162,162,162
200,232,652,4,1327,1426,161,162,162,162,162,162
232,652,4,1327,1426,161,162,162,162,162,162,200
652,4,1327,1426,161,162,162,162,162,162,200,161
4,1327,1426,161,162,162,162,162,162,200,161,162
1327,1426,161,162,162,162,162,162,200,161,162,1429
1426,161,162,162,162,162,162,200,161,162,1429,1076
161,162,162,162,162,162,200,161,162,1429,1076,162
162,162,162,162,162,200,161,162,1429,1076,162,897
162,162,162,162,200,161,162,1429,1076,162,897,500
162,162,162,200,161,162,1429,1076,162,897,500,162
162,162,200,161,162,1429,1076,162,897,500,162,922
162,200,161,162,1429,1076,162,897,500,162,922,1009
200,161,162,1429,1076,162,897,500,162,922,1009,1009
161,162,1429,1076,162,897,500,162,922,1009,1009,200
162,1429,1076,162,897,500,162,922,1009,1009,200,161
1429,1076,162,897,500,162,922,1009,1009,200,161,200
1076,162,897,500,162,922,1009,1009,200,161,200,162
162,897,500,162,922,1009,1009,200,161,200,162,200
897,500,162,922,1009,1009,200,161,200,162,200,162
500,162,922,1009,1009,200,161,200,162,200,162,162
162,922,1009,1009,200,161,200,162,200,162,162,162
922,1009,1009,200,161,200,162,200,162,162,162,200
1009,1009,200,161,200,162,200,162,162,162,200,162
1009,200,161,200,162,200,162,162,162,200,162,162
200,161,200,162,200,162,162,162,200,162,162,162
161,200,162,200,162,162,162,200,162,162,162,200
200,162,200,162,162,162,200,162,162,162,200,162
162,200,162,162,162,200,162,162,162,200,162,200
200,162,162,162,200,162,162,162,200,162,200,161
162,162,162,200,162,162,162,200,162,200,161,162
162,162,200,162,162,162,200,162,200,161,162,162
162,200,162,162,162,200,162,200,161,162,162,200
200,162,162,162,200,162,200,161,162,162,200,162
162,162,162,200,162,200,161,162,162,200,162,201
162,162,200,162,200,161,162,162,200,162,201,162
162,200,162,200,161,162,162,200,162,201,162,200
200,162,200,161,162,162,200,162,201,162,200,201
162,200,161,162,162,200,162,201,162,200,201,201
200,161,162,162,200,162,201,162,200,201,201,200
161,162,162,200,162,201,162,200,201,201,200,201
162,162,200,162,201,162,200,201,201,200,201,162
162,200,162,201,162,200,201,201,200,201,162,162
200,162,201,162,200,201,201,200,201,162,162,201
162,201,162,200,201,201,200,201,162,162,201,200
201,162,200,201,201,200,201,162,162,201,200,200
162,200,201,201,200,201,162,162,201,200,200,201
200,201,201,200,201,162,162,201,200,200,201,162
201,201,200,201,162,162,201,200,200,201,162,162
201,200,201,162,162,201,200,200,201,162,162,200
200,201,162,162,201,200,200,201,162,162,200,200
201,162,162,201,200,200,201,162,162,200,200,162
162,162,201,200,200,201,162,162,200,200,162,200
162,201,200,200,201,162,162,200,200,162,200,200
201,200,200,201,162,162,200,200,162,200,200,200
200,200,201,162,162,200,200,162,200,200,200,201
200,201,162,162,200,200,162,200,200,200,201,162
201,162,162,200,200,162,200,200,200,201,162,200
162,162,200,200,162,200,200,200,201,162,200,200
162,200,200,162,200,200,200,201,162,200,200,162
200,200,162,200,200,200,201,162,200,200,162,161
200,162,200,200,200,201,162,200,200,162,161,239
162,200,200,200,201,162,200,200,162,161,239,161
200,200,200,201,162,200,200,162,161,239,161,199
200,200,201,162,200,200,162,161,239,161,199,239
200,201,162,200,200,162,161,239,161,199,239,200
201,162,200,200,162,161,239,161,199,239,200,162
162,200,200,162,161,239,161,199,239,200,162,162
200,200,162,161,239,161,199,239,200,162,162,200
200,162,161,239,161,199,239,200,162,162,200,162
162,161,239,161,199,239,200,162,162,200,162,239
161,239,161,199,239,200,162,162,200,162,239,200
239,161,199,239,200,162,162,200,162,239,200,158
161,199,239,200,162,162,200,162,239,200,158,200
199,239,200,162,162,200,162,239,200,158,200,199
239,200,162,162,200,162,239,200,158,200,199,200
200,162,162,200,162,239,200,158,200,199,200,162
162,162,200,162,239,200,158,200,199,200,162,656
162,200,162,239,200,158,200,199,200,162,656,1036
200,162,239,200,158,200,199,200,162,656,1036,851
162,239,200,158,200,199,200,162,656,1036,851,1008
239,200,158,200,199,200,162,656,1036,851,1008,194
200,158,200,199,200,162,656,1036,851,1008,194,314
158,200,199,200,162,656,1036,851,1008,194,314,1008
200,199,200,162,656,1036,851,1008,194,314,1008,127
199,200,162,656,1036,851,1008,194,314,1008,127,1074
200,162,656,1036,851,1008,194,314,1008,127,1074,651
162,656,1036,851,1008,194,314,1008,127,1074,651,1008
656,1036,851,1008,194,314,1008,127,1074,651,1008,970
1036,851,1008,194,314,1008,127,1074,651,1008,970,1008
851,1008,194,314,1008,127,1074,651,1008,970,1008,461
1008,194,314,1008,127,1074,651,1008,970,1008,461,857
194,314,1008,127,1074,651,1008,970,1008,461,857,41
314,1008,127,1074,651,1008,970,1008,461,857,41,695
1008,127,1074,651,1008,970,1008,461,857,41,695,1008
127,1074,651,1008,970,1008,461,857,41,695,1008,970
1074,651,1008,970,1008,461,857,41,695,1008,970,276
651,1008,970,1008,461,857,41,695,1008,970,276,857
1008,970,1008,461,857,41,695,1008,970,276,857,159
970,1008,461,857,41,695,1008,970,276,857,159,1079
1008,461,857,41,695,1008,970,276,857,159,1079,960
461,857,41,695,1008,970,276,857,159,1079,960,856
857,41,695,1008,970,276,857,159,1079,960,856,968
41,695,1008,970,276,857,159,1079,960,856,968,307
695,1008,970,276,857,159,1079,960,856,968,307,157
1008,970,276,857,159,1079,960,856,968,307,157,815
970,276,857,159,1079,960,856,968,307,157,815,275
276,857,159,1079,960,856,968,307,157,815,275,1000
857,159,1079,960,856,968,307,157,815,275,1000,893
159,1079,960,856,968,307,157,815,275,1000,893,1009
1079,960,856,968,307,157,815,275,1000,893,1009,1008
960,856,968,307,157,815,275,1000,893,1009,1008,1219
856,968,307,157,815,275,1000,893,1009,1008,1219,1008
968,307,157,815,275,1000,893,1009,1008,1219,1008,999
307,157,815,275,1000,893,1009,1008,1219,1008,999,1281
157,815,275,1000,893,1009,1008,1219,1008,999,1281,970
815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009
275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88
