0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460
809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884
50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613
1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115
811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613
652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736
922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156
1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200
880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009
1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162
613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008
1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734
1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244
884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008
884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008
953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740
460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008
884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308
613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933
115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614
613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009
736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042
156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652
200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41
1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196
162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575
1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009
734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043
1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812
1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314
1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008
740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008
1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009
308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009
933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234
614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161
1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151
1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046
652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009
41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895
196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934
575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008
1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857
1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030
812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320
314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162
1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893
1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047
1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52
1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857
234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009
161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358
1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80
1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358
1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358
895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12
934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008
1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811
857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008
1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998
1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200
162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048
893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612
1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972
52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009
857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008
1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029
1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009
80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008
1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001
1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653
12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383
1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383
811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383
1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200
998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970
200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276
1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383
612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41
972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844
1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772
1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000
1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000
1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008
1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930
1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446
653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882
383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773
383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276
383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345
200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998
970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037
276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959
383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037
41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009
844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008
772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112
1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112,240
1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112,240,997
1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112,240,997,83
930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112,240,997,83,773
1446,882,773,276,345,998,1037,959,1037,1009,1008,1112,240,997,83,773,811
882,773,276,345,998,1037,959,1037,1009,1008,1112,240,997,83,773,811,1041
773,276,345,998,1037,959,1037,1009,1008,1112,240,997,83,773,811,1041,964
276,345,998,1037,959,1037,1009,1008,1112,240,997,83,773,811,1041,964,1002
345,998,1037,959,1037,1009,1008,1112,240,997,83,773,811,1041,964,1002,1008
998,1037,959,1037,1009,1008,1112,240,997,83,773,811,1041,964,1002,1008,1321
1037,959,1037,1009,1008,1112,240,997,83,773,811,1041,964,1002,1008,1321,889
959,1037,1009,1008,1112,240,997,83,773,811,1041,964,1002,1008,1321,889,123
1037,1009,1008,1112,240,997,83,773,811,1041,964,1002,1008,1321,889,123,312
1009,1008,1112,240,997,83,773,811,1041,964,1002,1008,1321,889,123,312,1161
1008,1112,240,997,83,773,811,1041,964,1002,1008,1321,889,123,312,1161,1009
1112,240,997,83,773,811,1041,964,1002,1008,1321,889,123,312,1161,1009,801
240,997,83,773,811,1041,964,1002,1008,1321,889,123,312,1161,1009,801,235
997,83,773,811,1041,964,1002,1008,1321,889,123,312,1161,1009,801,235,1008
83,773,811,1041,964,1002,1008,1321,889,123,312,1161,1009,801,235,1008,1041
773,811,1041,964,1002,1008,1321,889,123,312,1161,1009,801,235,1008,1041,231
811,1041,964,1002,1008,1321,889,123,312,1161,1009,801,235,1008,1041,231,270
1041,964,1002,1008,1321,889,123,312,1161,1009,801,235,1008,1041,231,270,574
964,1002,1008,1321,889,123,312,1161,1009,801,235,1008,1041,231,270,574,922
1002,1008,1321,889,123,312,1161,1009,801,235,1008,1041,231,270,574,922,884
1008,1321,889,123,312,1161,1009,801,235,1008,1041,231,270,574,922,884,200
1321,889,123,312,1161,1009,801,235,1008,1041,231,270,574,922,884,200,1085
889,123,312,1161,1009,801,235,1008,1041,231,270,574,922,884,200,1085,1189
123,312,1161,1009,801,235,1008,1041,231,270,574,922,884,200,1085,1189,1041
312,1161,1009,801,235,1008,1041,231,270,574,922,884,200,1085,1189,1041,353
1161,1009,801,235,1008,1041,231,270,574,922,884,200,1085,1189,1041,353,461
1009,801,235,1008,1041,231,270,574,922,884,200,1085,1189,1041,353,461,499
801,235,1008,1041,231,270,574,922,884,200,1085,1189,1041,353,461,499,768
235,1008,1041,231,270,574,922,884,200,1085,1189,1041,353,461,499,768,192
1008,1041,231,270,574,922,884,200,1085,1189,1041,353,461,499,768,192,126
1041,231,270,574,922,884,200,1085,1189,1041,353,461,499,768,192,126,1005
231,270,574,922,884,200,1085,1189,1041,353,461,499,768,192,126,1005,1009
270,574,922,884,200,1085,1189,1041,353,461,499,768,192,126,1005,1009,1008
574,922,884,200,1085,1189,1041,353,461,499,768,192,126,1005,1009,1008,239
922,884,200,1085,1189,1041,353,461,499,768,192,126,1005,1009,1008,239,1008
884,200,1085,1189,1041,353,461,499,768,192,126,1005,1009,1008,239,1008,692
200,1085,1189,1041,353,461,499,768,192,126,1005,1009,1008,239,1008,692,652
1085,1189,1041,353,461,499,768,192,126,1005,1009,1008,239,1008,692,652,79
1189,1041,353,461,499,768,192,126,1005,1009,1008,239,1008,692,652,79,691
1041,353,461,499,768,192,126,1005,1009,1008,239,1008,692,652,79,691,922
353,461,499,768,192,126,1005,1009,1008,239,1008,692,652,79,691,922,576
461,499,768,192,126,1005,1009,1008,239,1008,692,652,79,691,922,576,1038
499,768,192,126,1005,1009,1008,239,1008,692,652,79,691,922,576,1038,1043
768,192,126,1005,1009,1008,239,1008,692,652,79,691,922,576,1038,1043,200
192,126,1005,1009,1008,239,1008,692,652,79,691,922,576,1038,1043,200,353
126,1005,1009,1008,239,1008,692,652,79,691,922,576,1038,1043,200,353,818
1005,1009,1008,239,1008,692,652,79,691,922,576,1038,1043,200,353,818,200
1009,1008,239,1008,692,652,79,691,922,576,1038,1043,200,353,818,200,1008
1008,239,1008,692,652,79,691,922,576,1038,1043,200,353,818,200,1008,615
239,1008,692,652,79,691,922,576,1038,1043,200,353,818,200,1008,615,614
1008,692,652,79,691,922,576,1038,1043,200,353,818,200,1008,615,614,1465
692,652,79,691,922,576,1038,1043,200,353,818,200,1008,615,614,1465,81
652,79,691,922,576,1038,1043,200,353,818,200,1008,615,614,1465,81,1223
79,691,922,576,1038,1043,200,353,818,200,1008,615,614,1465,81,1223,1036
691,922,576,1038,1043,200,353,818,200,1008,615,614,1465,81,1223,1036,1281
922,576,1038,1043,200,353,818,200,1008,615,614,1465,81,1223,1036,1281,1008
576,1038,1043,200,353,818,200,1008,615,614,1465,81,1223,1036,1281,1008,1187
1038,1043,200,353,818,200,1008,615,614,1465,81,1223,1036,1281,1008,1187,1031
1043,200,353,818,200,1008,615,614,1465,81,1223,1036,1281,1008,1187,1031,1008
200,353,818,200,1008,615,614,1465,81,1223,1036,1281,1008,1187,1031,1008,200
353,818,200,1008,615,614,1465,81,1223,1036,1281,1008,1187,1031,1008,200,312
818,200,1008,615,614,1465,81,1223,1036,1281,1008,1187,1031,1008,200,312,312
200,1008,615,614,1465,81,1223,1036,1281,1008,1187,1031,1008,200,312,312,275
1008,615,614,1465,81,1223,1036,1281,1008,1187,1031,1008,200,312,312,275,1123
615,614,1465,81,1223,1036,1281,1008,1187,1031,1008,200,312,312,275,1123,1008
614,1465,81,1223,1036,1281,1008,1187,1031,1008,200,312,312,275,1123,1008,857
1465,81,1223,1036,1281,1008,1187,1031,1008,200,312,312,275,1123,1008,857,124
81,1223,1036,1281,1008,1187,1031,1008,200,312,312,275,1123,1008,857,124,1008
1223,1036,1281,1008,1187,1031,1008,200,312,312,275,1123,1008,857,124,1008,1046
1036,1281,1008,1187,1031,1008,200,312,312,275,1123,1008,857,124,1008,1046,1008
1281,1008,1187,1031,1008,200,312,312,275,1123,1008,857,124,1008,1046,1008,1047
1008,1187,1031,1008,200,312,312,275,1123,1008,857,124,1008,1046,1008,1047,1001
1187,1031,1008,200,312,312,275,1123,1008,857,124,1008,1046,1008,1047,1001,1008
1031,1008,200,312,312,275,1123,1008,857,124,1008,1046,1008,1047,1001,1008,768
1008,200,312,312,275,1123,1008,857,124,1008,1046,1008,1047,1001,1008,768,231
200,312,312,275,1123,1008,857,124,1008,1046,1008,1047,1001,1008,768,231,1008
312,312,275,1123,1008,857,124,1008,1046,1008,1047,1001,1008,768,231,1008,1008
312,275,1123,1008,857,124,1008,1046,1008,1047,1001,1008,768,231,1008,1008,200
275,1123,1008,857,124,1008,1046,1008,1047,1001,1008,768,231,1008,1008,200,651
1123,1008,857,124,1008,1046,1008,1047,1001,1008,768,231,1008,1008,200,651,651
1008,857,124,1008,1046,1008,1047,1001,1008,768,231,1008,1008,200,651,651,1084
857,124,1008,1046,1008,1047,1001,1008,768,231,1008,1008,200,651,651,1084,238
124,1008,1046,1008,1047,1001,1008,768,231,1008,1008,200,651,651,1084,238,162
1008,1046,1008,1047,1001,1008,768,231,1008,1008,200,651,651,1084,238,162,46
1046,1008,1047,1001,1008,768,231,1008,1008,200,651,651,1084,238,162,46,992
1008,1047,1001,1008,768,231,1008,1008,200,651,651,1084,238,162,46,992,1008
1047,1001,1008,768,231,1008,1008,200,651,651,1084,238,162,46,992,1008,200
1001,1008,768,231,1008,1008,200,651,651,1084,238,162,46,992,1008,200,425
1008,768,231,1008,1008,200,651,651,1084,238,162,46,992,1008,200,425,426
768,231,1008,1008,200,651,651,1084,238,162,46,992,1008,200,425,426,1158
231,1008,1008,200,651,651,1084,238,162,46,992,1008,200,425,426,1158,233
1008,1008,200,651,651,1084,238,162,46,992,1008,200,425,426,1158,233,1009
1008,200,651,651,1084,238,162,46,992,1008,200,425,426,1158,233,1009,162
200,651,651,1084,238,162,46,992,1008,200,425,426,1158,233,1009,162,971
651,651,1084,238,162,46,992,1008,200,425,426,1158,233,1009,162,971,970
651,1084,238,162,46,992,1008,200,425,426,1158,233,1009,162,971,970,1281
1084,238,162,46,992,1008,200,425,426,1158,233,1009,162,971,970,1281,1281
238,162,46,992,1008,200,425,426,1158,233,1009,162,971,970,1281,1281,1281
162,46,992,1008,200,425,426,1158,233,1009,162,971,970,1281,1281,1281,87
46,992,1008,200,425,426,1158,233,1009,162,971,970,1281,1281,1281,87,3
992,1008,200,425,426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970
1008,200,425,426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047
200,425,426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008
425,426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971
426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009
1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44
233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008
1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011
162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162
971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652
970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239
1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200
1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008
1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160
87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079
3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200
970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200
1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232
1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652
971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4
1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327
44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426
1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161
1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162
162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162
652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162
239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162
200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162
1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162,200
160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162,200,161
1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162,200,161,162
200,200,232,652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429
200,232,652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076
232,652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162
652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897
4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897,500
1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897,500,162
1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922
161,162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009
162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009
162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200
162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161
162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200
162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162
200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200
161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162
162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162
1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162
1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200
162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162
897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162
500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162
162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200
922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162
1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200
1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161
200,161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162
161,200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162
200,162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200
162,200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162
200,162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201
162,162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162
162,162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200
162,200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201
200,162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201
162,162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200
162,162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201
162,200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162
200,162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162
162,200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201
200,161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200
161,162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200
162,162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201
162,200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162
200,162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162
162,201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200
201,162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200
162,200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162
200,201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200
201,201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200
201,200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200
200,201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201
201,162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162
162,162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200
162,201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200
201,200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162
200,200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161
200,201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239
201,162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161
162,162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199
162,200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239
200,200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200
200,162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162
162,200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162
200,200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200
200,200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162
200,201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239
201,162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200
162,200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158
200,200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200
200,162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199
162,161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200
161,239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162
239,161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656
161,199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036
199,239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851
239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008
200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194
162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314
162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008
200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127
162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074
239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651
200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008
158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970
200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008
199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461
200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857
162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41
656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695
1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008
851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970
1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276
194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857
314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159
1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079
127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960
1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856
651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968
1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307
970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157
1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815
461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275
857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000
41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893
695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009
1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008
970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219
276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008
857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999
159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281
1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970
960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009
856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88
968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89
307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281
157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858
815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858
275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009
1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324
893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008
