0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1008,1350,614,1186,461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008
1350,614,1186,461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193
614,1186,461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038
1186,461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652
461,461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009
461,461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112
461,1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000
1008,1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11
1225,312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851
312,425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008
425,1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261
1313,313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009
313,1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970
1008,348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9
348,1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085
1037,1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005
1225,1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159
1202,850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188
850,1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009
1008,1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008
1117,1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009
1161,970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772
970,970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225
970,1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236
1083,888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009
888,275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237
275,156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164
156,578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008
578,1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008
1151,613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387
613,42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350
42,1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008
1008,1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13
1009,1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225
1242,1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574
1008,193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615
193,1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161
1038,652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082
652,1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007
1009,1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008
1112,1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308
1000,11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009
11,851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030
851,1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049
1008,1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050
1261,1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008
1009,970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008
970,9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613
9,1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652
1085,1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975
1005,1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974
1159,1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971
1188,1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009
1009,1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367
1008,1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158
1009,772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971
772,1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008
1225,236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857
236,1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009
1009,237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008
237,1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157
1164,1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008
1008,1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971
1008,387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652
387,1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815
1350,1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204
1008,13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613
13,1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971
1225,574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884
574,615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277
615,161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009
161,1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42
1082,1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467
1007,1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44
1008,308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008
308,1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048
1009,1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009
1030,1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009
1049,1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008
1050,1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233
1008,1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773
1008,613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008
613,652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009
652,975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195
975,974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118
974,971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009
971,1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037
1009,1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009
1367,158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008
158,971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038
971,1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653
1008,857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009
857,1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038
1009,1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009
1008,1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009
1157,1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241
1008,971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971
971,652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971
652,815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652
815,1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922
1204,613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075
613,971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969
971,884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009
884,277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230
277,1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008
1009,42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613
42,1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009
1467,44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268
44,1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121
1008,1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922
1048,1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267
1009,1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077
1009,1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153
1008,233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038
233,773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846
773,1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884
1008,1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039
1009,195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269
195,1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038
1118,1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734
1009,1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47
1037,1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038
1009,1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993
1008,1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002
1038,653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009
653,1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123
1009,1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009
1038,1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312
1009,1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313
1009,1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312
1241,971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313
971,971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009
971,652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038
652,922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970
922,1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038
1075,969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039
969,1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008
1009,230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009
230,1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009,1008
1008,613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009,1008,1165
613,1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009,1008,1165,1077
1009,268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009,1008,1165,1077,1039
268,1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009,1008,1165,1077,1039,1000
1121,922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009,1008,1165,1077,1039,1000,585
922,267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009,1008,1165,1077,1039,1000,585,40
267,1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009,1008,1165,1077,1039,1000,585,40,1008
1077,1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009,1008,1165,1077,1039,1000,585,40,1008,167
1153,1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009,1008,1165,1077,1039,1000,585,40,1008,167,1009
1038,846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009,1008,1165,1077,1039,1000,585,40,1008,167,1009,1000
846,884,1039,269,1038,734,47,1038,993,1002,1009,1123,1009,312,313,312,313,1009,1038,970,1038,1039,1008,1009,1008,1165,1077,1039,1000,585,40,1008,167,1009,1000,1009
