0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001
1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653
811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383
1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383
998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383
200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200
1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970
612,972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276
972,1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383
1009,1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41
1008,1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844
1029,1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772
1009,1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000
1008,1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000
1001,653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008
653,383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930
383,383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446
383,383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882
383,200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773
200,970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276
970,276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345
276,383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998
383,41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037
41,844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959
844,772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037
772,1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009
1000,1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008
1000,1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112
1008,930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112,240
930,1446,882,773,276,345,998,1037,959,1037,1009,1008,1112,240,997
1446,882,773,276,345,998,1037,959,1037,1009,1008,1112,240,997,83
882,773,276,345,998,1037,959,1037,1009,1008,1112,240,997,83,773
773,276,345,998,1037,959,1037,1009,1008,1112,240,997,83,773,811
276,345,998,1037,959,1037,1009,1008,1112,240,997,83,773,811,1041
345,998,1037,959,1037,1009,1008,1112,240,997,83,773,811,1041,964
998,1037,959,1037,1009,1008,1112,240,997,83,773,811,1041,964,1002
1037,959,1037,1009,1008,1112,240,997,83,773,811,1041,964,1002,1008
959,1037,1009,1008,1112,240,997,83,773,811,1041,964,1002,1008,1321
1037,1009,1008,1112,240,997,83,773,811,1041,964,1002,1008,1321,889
1009,1008,1112,240,997,83,773,811,1041,964,1002,1008,1321,889,123
1008,1112,240,997,83,773,811,1041,964,1002,1008,1321,889,123,312
1112,240,997,83,773,811,1041,964,1002,1008,1321,889,123,312,1161
240,997,83,773,811,1041,964,1002,1008,1321,889,123,312,1161,1009
997,83,773,811,1041,964,1002,1008,1321,889,123,312,1161,1009,801
83,773,811,1041,964,1002,1008,1321,889,123,312,1161,1009,801,235
773,811,1041,964,1002,1008,1321,889,123,312,1161,1009,801,235,1008
811,1041,964,1002,1008,1321,889,123,312,1161,1009,801,235,1008,1041
1041,964,1002,1008,1321,889,123,312,1161,1009,801,235,1008,1041,231
964,1002,1008,1321,889,123,312,1161,1009,801,235,1008,1041,231,270
1002,1008,1321,889,123,312,1161,1009,801,235,1008,1041,231,270,574
1008,1321,889,123,312,1161,1009,801,235,1008,1041,231,270,574,922
1321,889,123,312,1161,1009,801,235,1008,1041,231,270,574,922,884
889,123,312,1161,1009,801,235,1008,1041,231,270,574,922,884,200
123,312,1161,1009,801,235,1008,1041,231,270,574,922,884,200,1085
312,1161,1009,801,235,1008,1041,231,270,574,922,884,200,1085,1189
1161,1009,801,235,1008,1041,231,270,574,922,884,200,1085,1189,1041
1009,801,235,1008,1041,231,270,574,922,884,200,1085,1189,1041,353
801,235,1008,1041,231,270,574,922,884,200,1085,1189,1041,353,461
235,1008,1041,231,270,574,922,884,200,1085,1189,1041,353,461,499
1008,1041,231,270,574,922,884,200,1085,1189,1041,353,461,499,768
1041,231,270,574,922,884,200,1085,1189,1041,353,461,499,768,192
231,270,574,922,884,200,1085,1189,1041,353,461,499,768,192,126
270,574,922,884,200,1085,1189,1041,353,461,499,768,192,126,1005
574,922,884,200,1085,1189,1041,353,461,499,768,192,126,1005,1009
922,884,200,1085,1189,1041,353,461,499,768,192,126,1005,1009,1008
884,200,1085,1189,1041,353,461,499,768,192,126,1005,1009,1008,239
200,1085,1189,1041,353,461,499,768,192,126,1005,1009,1008,239,1008
1085,1189,1041,353,461,499,768,192,126,1005,1009,1008,239,1008,692
1189,1041,353,461,499,768,192,126,1005,1009,1008,239,1008,692,652
1041,353,461,499,768,192,126,1005,1009,1008,239,1008,692,652,79
353,461,499,768,192,126,1005,1009,1008,239,1008,692,652,79,691
461,499,768,192,126,1005,1009,1008,239,1008,692,652,79,691,922
499,768,192,126,1005,1009,1008,239,1008,692,652,79,691,922,576
768,192,126,1005,1009,1008,239,1008,692,652,79,691,922,576,1038
192,126,1005,1009,1008,239,1008,692,652,79,691,922,576,1038,1043
126,1005,1009,1008,239,1008,692,652,79,691,922,576,1038,1043,200
1005,1009,1008,239,1008,692,652,79,691,922,576,1038,1043,200,353
1009,1008,239,1008,692,652,79,691,922,576,1038,1043,200,353,818
1008,239,1008,692,652,79,691,922,576,1038,1043,200,353,818,200
239,1008,692,652,79,691,922,576,1038,1043,200,353,818,200,1008
1008,692,652,79,691,922,576,1038,1043,200,353,818,200,1008,615
692,652,79,691,922,576,1038,1043,200,353,818,200,1008,615,614
652,79,691,922,576,1038,1043,200,353,818,200,1008,615,614,1465
79,691,922,576,1038,1043,200,353,818,200,1008,615,614,1465,81
691,922,576,1038,1043,200,353,818,200,1008,615,614,1465,81,1223
922,576,1038,1043,200,353,818,200,1008,615,614,1465,81,1223,1036
576,1038,1043,200,353,818,200,1008,615,614,1465,81,1223,1036,1281
1038,1043,200,353,818,200,1008,615,614,1465,81,1223,1036,1281,1008
1043,200,353,818,200,1008,615,614,1465,81,1223,1036,1281,1008,1187
200,353,818,200,1008,615,614,1465,81,1223,1036,1281,1008,1187,1031
353,818,200,1008,615,614,1465,81,1223,1036,1281,1008,1187,1031,1008
818,200,1008,615,614,1465,81,1223,1036,1281,1008,1187,1031,1008,200
200,1008,615,614,1465,81,1223,1036,1281,1008,1187,1031,1008,200,312
1008,615,614,1465,81,1223,1036,1281,1008,1187,1031,1008,200,312,312
615,614,1465,81,1223,1036,1281,1008,1187,1031,1008,200,312,312,275
614,1465,81,1223,1036,1281,1008,1187,1031,1008,200,312,312,275,1123
1465,81,1223,1036,1281,1008,1187,1031,1008,200,312,312,275,1123,1008
81,1223,1036,1281,1008,1187,1031,1008,200,312,312,275,1123,1008,857
1223,1036,1281,1008,1187,1031,1008,200,312,312,275,1123,1008,857,124
1036,1281,1008,1187,1031,1008,200,312,312,275,1123,1008,857,124,1008
1281,1008,1187,1031,1008,200,312,312,275,1123,1008,857,124,1008,1046
1008,1187,1031,1008,200,312,312,275,1123,1008,857,124,1008,1046,1008
1187,1031,1008,200,312,312,275,1123,1008,857,124,1008,1046,1008,1047
1031,1008,200,312,312,275,1123,1008,857,124,1008,1046,1008,1047,1001
1008,200,312,312,275,1123,1008,857,124,1008,1046,1008,1047,1001,1008
200,312,312,275,1123,1008,857,124,1008,1046,1008,1047,1001,1008,768
312,312,275,1123,1008,857,124,1008,1046,1008,1047,1001,1008,768,231
312,275,1123,1008,857,124,1008,1046,1008,1047,1001,1008,768,231,1008
275,1123,1008,857,124,1008,1046,1008,1047,1001,1008,768,231,1008,1008
1123,1008,857,124,1008,1046,1008,1047,1001,1008,768,231,1008,1008,200
1008,857,124,1008,1046,1008,1047,1001,1008,768,231,1008,1008,200,651
857,124,1008,1046,1008,1047,1001,1008,768,231,1008,1008,200,651,651
124,1008,1046,1008,1047,1001,1008,768,231,1008,1008,200,651,651,1084
1008,1046,1008,1047,1001,1008,768,231,1008,1008,200,651,651,1084,238
1046,1008,1047,1001,1008,768,231,1008,1008,200,651,651,1084,238,162
1008,1047,1001,1008,768,231,1008,1008,200,651,651,1084,238,162,46
1047,1001,1008,768,231,1008,1008,200,651,651,1084,238,162,46,992
1001,1008,768,231,1008,1008,200,651,651,1084,238,162,46,992,1008
1008,768,231,1008,1008,200,651,651,1084,238,162,46,992,1008,200
768,231,1008,1008,200,651,651,1084,238,162,46,992,1008,200,425
231,1008,1008,200,651,651,1084,238,162,46,992,1008,200,425,426
1008,1008,200,651,651,1084,238,162,46,992,1008,200,425,426,1158
1008,200,651,651,1084,238,162,46,992,1008,200,425,426,1158,233
200,651,651,1084,238,162,46,992,1008,200,425,426,1158,233,1009
651,651,1084,238,162,46,992,1008,200,425,426,1158,233,1009,162
651,1084,238,162,46,992,1008,200,425,426,1158,233,1009,162,971
1084,238,162,46,992,1008,200,425,426,1158,233,1009,162,971,970
238,162,46,992,1008,200,425,426,1158,233,1009,162,971,970,1281
162,46,992,1008,200,425,426,1158,233,1009,162,971,970,1281,1281
46,992,1008,200,425,426,1158,233,1009,162,971,970,1281,1281,1281
992,1008,200,425,426,1158,233,1009,162,971,970,1281,1281,1281,87
1008,200,425,426,1158,233,1009,162,971,970,1281,1281,1281,87,3
200,425,426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970
425,426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047
426,1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008
1158,233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971
233,1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009
1009,162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44
162,971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008
971,970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011
970,1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162
1281,1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652
1281,1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239
1281,87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200
87,3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008
3,970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160
970,1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079
1047,1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200
1008,971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200
971,1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232
1009,44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652
44,1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4
1008,1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327
1011,162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426
162,652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161
652,239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162
239,200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162
200,1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162
1008,160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162
160,1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162
1079,200,200,232,652,4,1327,1426,161,162,162,162,162,162,200
200,200,232,652,4,1327,1426,161,162,162,162,162,162,200,161
200,232,652,4,1327,1426,161,162,162,162,162,162,200,161,162
232,652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429
652,4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076
4,1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162
1327,1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897
1426,161,162,162,162,162,162,200,161,162,1429,1076,162,897,500
161,162,162,162,162,162,200,161,162,1429,1076,162,897,500,162
162,162,162,162,162,200,161,162,1429,1076,162,897,500,162,922
162,162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009
162,162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009
162,162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200
162,200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161
200,161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200
161,162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162
162,1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200
1429,1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162
1076,162,897,500,162,922,1009,1009,200,161,200,162,200,162,162
162,897,500,162,922,1009,1009,200,161,200,162,200,162,162,162
897,500,162,922,1009,1009,200,161,200,162,200,162,162,162,200
500,162,922,1009,1009,200,161,200,162,200,162,162,162,200,162
162,922,1009,1009,200,161,200,162,200,162,162,162,200,162,162
922,1009,1009,200,161,200,162,200,162,162,162,200,162,162,162
1009,1009,200,161,200,162,200,162,162,162,200,162,162,162,200
1009,200,161,200,162,200,162,162,162,200,162,162,162,200,162
200,161,200,162,200,162,162,162,200,162,162,162,200,162,200
161,200,162,200,162,162,162,200,162,162,162,200,162,200,161
200,162,200,162,162,162,200,162,162,162,200,162,200,161,162
162,200,162,162,162,200,162,162,162,200,162,200,161,162,162
200,162,162,162,200,162,162,162,200,162,200,161,162,162,200
162,162,162,200,162,162,162,200,162,200,161,162,162,200,162
162,162,200,162,162,162,200,162,200,161,162,162,200,162,201
162,200,162,162,162,200,162,200,161,162,162,200,162,201,162
200,162,162,162,200,162,200,161,162,162,200,162,201,162,200
162,162,162,200,162,200,161,162,162,200,162,201,162,200,201
162,162,200,162,200,161,162,162,200,162,201,162,200,201,201
162,200,162,200,161,162,162,200,162,201,162,200,201,201,200
200,162,200,161,162,162,200,162,201,162,200,201,201,200,201
162,200,161,162,162,200,162,201,162,200,201,201,200,201,162
200,161,162,162,200,162,201,162,200,201,201,200,201,162,162
161,162,162,200,162,201,162,200,201,201,200,201,162,162,201
162,162,200,162,201,162,200,201,201,200,201,162,162,201,200
162,200,162,201,162,200,201,201,200,201,162,162,201,200,200
200,162,201,162,200,201,201,200,201,162,162,201,200,200,201
162,201,162,200,201,201,200,201,162,162,201,200,200,201,162
201,162,200,201,201,200,201,162,162,201,200,200,201,162,162
162,200,201,201,200,201,162,162,201,200,200,201,162,162,200
200,201,201,200,201,162,162,201,200,200,201,162,162,200,200
201,201,200,201,162,162,201,200,200,201,162,162,200,200,162
201,200,201,162,162,201,200,200,201,162,162,200,200,162,200
200,201,162,162,201,200,200,201,162,162,200,200,162,200,200
201,162,162,201,200,200,201,162,162,200,200,162,200,200,200
162,162,201,200,200,201,162,162,200,200,162,200,200,200,201
162,201,200,200,201,162,162,200,200,162,200,200,200,201,162
201,200,200,201,162,162,200,200,162,200,200,200,201,162,200
200,200,201,162,162,200,200,162,200,200,200,201,162,200,200
200,201,162,162,200,200,162,200,200,200,201,162,200,200,162
201,162,162,200,200,162,200,200,200,201,162,200,200,162,161
162,162,200,200,162,200,200,200,201,162,200,200,162,161,239
162,200,200,162,200,200,200,201,162,200,200,162,161,239,161
200,200,162,200,200,200,201,162,200,200,162,161,239,161,199
200,162,200,200,200,201,162,200,200,162,161,239,161,199,239
162,200,200,200,201,162,200,200,162,161,239,161,199,239,200
200,200,200,201,162,200,200,162,161,239,161,199,239,200,162
200,200,201,162,200,200,162,161,239,161,199,239,200,162,162
200,201,162,200,200,162,161,239,161,199,239,200,162,162,200
201,162,200,200,162,161,239,161,199,239,200,162,162,200,162
162,200,200,162,161,239,161,199,239,200,162,162,200,162,239
200,200,162,161,239,161,199,239,200,162,162,200,162,239,200
200,162,161,239,161,199,239,200,162,162,200,162,239,200,158
162,161,239,161,199,239,200,162,162,200,162,239,200,158,200
161,239,161,199,239,200,162,162,200,162,239,200,158,200,199
239,161,199,239,200,162,162,200,162,239,200,158,200,199,200
161,199,239,200,162,162,200,162,239,200,158,200,199,200,162
199,239,200,162,162,200,162,239,200,158,200,199,200,162,656
239,200,162,162,200,162,239,200,158,200,199,200,162,656,1036
200,162,162,200,162,239,200,158,200,199,200,162,656,1036,851
162,162,200,162,239,200,158,200,199,200,162,656,1036,851,1008
162,200,162,239,200,158,200,199,200,162,656,1036,851,1008,194
200,162,239,200,158,200,199,200,162,656,1036,851,1008,194,314
162,239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008
239,200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127
200,158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074
158,200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651
200,199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008
199,200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970
200,162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008
162,656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461
656,1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857
1036,851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41
851,1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695
1008,194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008
194,314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970
314,1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276
1008,127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857
127,1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159
1074,651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079
651,1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960
1008,970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856
970,1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968
1008,461,857,41,695,1008,970,276,857,159,1079,960,856,968,307
461,857,41,695,1008,970,276,857,159,1079,960,856,968,307,157
857,41,695,1008,970,276,857,159,1079,960,856,968,307,157,815
41,695,1008,970,276,857,159,1079,960,856,968,307,157,815,275
695,1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000
1008,970,276,857,159,1079,960,856,968,307,157,815,275,1000,893
970,276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009
276,857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008
857,159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219
159,1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008
1079,960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999
960,856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281
856,968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970
968,307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009
307,157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88
157,815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89
815,275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281
275,1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858
1000,893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858
893,1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009
1009,1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324
1008,1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008
1219,1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276
1008,999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879
999,1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655
1281,970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919
970,1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857
1009,88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000
88,89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234
89,1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008
1281,858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038
858,858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038
858,1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008
1009,1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038
1324,1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076
1008,276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038
276,879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008
879,655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079
655,919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047
919,857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117
857,1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009
1000,234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505
234,1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773
1008,1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989
1038,1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445
1038,1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009
1008,1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270
1038,1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446
1076,1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315
1038,1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446
1008,1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483
1079,1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239
1047,117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772
117,1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200
1009,505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009
505,773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893
773,989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009
989,1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856
1445,1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857
1009,270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281
270,1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857
1446,315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857
315,1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857
1446,1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856
1483,239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971
239,772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857
772,200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856
200,1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857
1009,893,1009,856,857,1281,857,857,857,856,971,857,856,857,388
893,1009,856,857,1281,857,857,857,856,971,857,856,857,388,501
1009,856,857,1281,857,857,857,856,971,857,856,857,388,501,275
856,857,1281,857,857,857,856,971,857,856,857,388,501,275,851
857,1281,857,857,857,856,971,857,856,857,388,501,275,851,692
1281,857,857,857,856,971,857,856,857,388,501,275,851,692,1008
857,857,857,856,971,857,856,857,388,501,275,851,692,1008,1009
857,857,856,971,857,856,857,388,501,275,851,692,1008,1009,652
857,856,971,857,856,857,388,501,275,851,692,1008,1009,652,652
856,971,857,856,857,388,501,275,851,692,1008,1009,652,652,3
971,857,856,857,388,501,275,851,692,1008,1009,652,652,3,83
857,856,857,388,501,275,851,692,1008,1009,652,652,3,83,691
856,857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049
857,388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008
388,501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849
501,275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038
275,851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256
851,692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008
692,1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881
1008,1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86
1009,652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009
652,652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919
652,3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881
3,83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009
83,691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008
691,1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032
1049,1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005
1008,849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163
849,1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038
1038,1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038
1256,1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000
1008,881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000
881,86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038
86,1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000
1009,919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008
919,881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660
881,1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970
1009,1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970
1008,1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000
1032,1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231
1005,163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086
163,1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659
1038,1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314
1038,1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970
1000,1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008
1000,1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242
1038,1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313
1000,1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049
1008,660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008
660,970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275
970,970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008
970,1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660
1000,231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660
231,1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049
1086,659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009
659,314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692
314,970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049
970,1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049
1008,1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049
1242,313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049
313,1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049
1049,1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125
1008,275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049
275,1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010
1008,660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197
660,660,1049,1009,692,1049,1049,1049,1049,1049,1125,1049,1010,197,464
