0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
1008,88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075
88,1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112
1008,1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027
1008,1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307
1008,1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305
1157,501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305
501,808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658
808,1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028
1008,1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028
1008,345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121
345,346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009
346,345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346
345,384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072
384,384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009
384,347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969
347,346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690
346,346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008
346,423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007
423,999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008
999,1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009
1223,503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701
503,270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970
270,1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87
1008,1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049
1035,5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065
5,1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009
1028,1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969
1150,1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158
1046,1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41
1075,997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203
997,269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87
269,231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008
231,80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089
80,1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049
1075,1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008
1112,1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008
1027,307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930
307,1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931
1305,1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008
1305,658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008
658,1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087
1028,1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961
1028,121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850
121,1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882
1009,346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048
346,1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990
1072,1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086
1009,969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049
969,690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999
690,1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857
1008,1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853
1007,1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961
1008,1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009
1009,701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008
701,970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039
970,87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008
87,1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233
1049,1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008
1065,1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959
1009,969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956
969,158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000
158,41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074
41,1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159
1203,87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971
87,1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736
1008,1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812
1089,1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104
1049,1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697
1008,1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466
1008,930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009
930,931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198
931,1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008
1008,1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809
1008,1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50
1087,961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009
961,850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811
850,882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652
882,1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922
1048,990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008
990,1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880
1086,1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009
1049,999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613
999,857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008
857,853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185
853,961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884
961,1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884
1009,1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953
1008,1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460
1039,1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884
1008,233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613
233,1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115
1008,959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613
959,956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736
956,1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156
1000,1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200
1074,1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009
1159,971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162
971,736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008
736,812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734
812,1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244
1104,697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008
697,1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008
1466,1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740
1009,198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008
198,1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308
1008,809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933
809,50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614
50,1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009
1009,811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042
811,652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652
652,922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41
922,1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196
1008,880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575
880,1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009
1009,613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043
613,1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812
1008,1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314
1185,884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008
884,884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008
884,953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009
953,460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009
460,884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234
884,613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161
613,115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151
115,613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046
613,736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009
736,156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895
156,200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934
200,1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008
1009,162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857
162,1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030
1008,734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320
734,1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162
1244,1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893
1008,1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047
1008,740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52
740,1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857
1008,308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009
308,933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358
933,614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80
614,1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358
1009,1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358
1042,652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12
652,41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008
41,196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811
196,575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008
575,1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998
1009,1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200
1043,812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048
812,314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612
314,1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972
1008,1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009
1008,1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008
1009,1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029
1009,234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009
234,161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008
161,1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001
1151,1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653
1046,1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383
1009,895,934,1008,857,1030,1320,162,893,1047,52,857,1009,1358,80,1358,1358,12,1008,811,1008,998,200,1048,612,972,1009,1008,1029,1009,1008,1001,653,383,383
