0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1035,241,653,389,988,1009,1275,1182,1008,1009,1009,812,164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163
241,653,389,988,1009,1275,1182,1008,1009,1009,812,164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367
653,389,988,1009,1275,1182,1008,1009,1009,812,164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739
389,988,1009,1275,1182,1008,1009,1009,812,164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88
988,1009,1275,1182,1008,1009,1009,812,164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811
1009,1275,1182,1008,1009,1009,812,164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924
1275,1182,1008,1009,1009,812,164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923
1182,1008,1009,1009,812,164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923
1008,1009,1009,812,164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932
1009,1009,812,164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039
1009,812,164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009
812,164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500
164,1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769
1008,1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729
1009,1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009
1445,990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009
990,1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008
1009,971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113
971,767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48
767,1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009
1204,1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009
1009,1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701
1008,125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445
125,1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276
1027,1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103
1009,163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032
163,1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9
1367,739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195
739,88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80
88,811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884
811,924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009
924,923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009
923,923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163
923,932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223
932,1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973
1039,1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029
1009,500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3
500,769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737
769,729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008
729,1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001
1009,1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970
1009,1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3
1008,1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923
1113,48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885
48,1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884
1009,1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008
1009,701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235
701,1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922
1445,276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009
276,1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315
1103,1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846
1032,9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922
9,195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008
195,80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270
80,884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816
884,1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037
1009,1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008
1009,1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847
1163,1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115
1223,973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283
973,1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307
1029,3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277
3,737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276
737,1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009
1008,1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009
1001,970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150
970,3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263
3,923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989
923,885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970
885,884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313
884,1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032
1008,235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500
235,922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500
922,1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969
1009,315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034
315,846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307
846,922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008
922,1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888
1008,270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281
270,816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008
816,1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775
1037,1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157
1008,847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307
847,1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166
1115,1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315
1283,307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009
307,277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011
277,276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158
276,1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42
1009,1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652
1009,1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185
1150,1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201
1263,989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010
989,970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008
970,313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008
313,1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047
1032,500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971
500,500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970
500,969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973
969,1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79
1034,307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009
307,1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970
1008,888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313
888,1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3
1281,1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693
1008,775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992
775,157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119
157,307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047
307,1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970
1166,315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127
315,1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009
1009,1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810
1011,158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009
158,42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124
42,652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41
652,1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970
1185,201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767
201,1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613
1010,1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276
1008,1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047
1008,1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009
1047,971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427
971,970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234
970,973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736
973,79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970
79,1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009
1009,970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118
970,313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970
313,3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276
3,693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008
693,992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998
992,1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162
1119,1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961
1047,970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237
970,1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999
1127,1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652
1009,810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653
810,1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031
1009,124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031
124,41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002
41,970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009
970,767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842
767,613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79
613,276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394
276,1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008
1047,1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651
1009,427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971
427,234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79
234,736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79
736,970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2
970,1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008
1009,1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276
1118,970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244
970,276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008
276,1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245
1008,998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236
998,162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038
162,961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158
961,237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308
237,999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141
999,652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009
652,653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275
653,1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41
1031,1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999
1031,1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008
1002,1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227
1009,842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008
842,79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034
79,1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735
1394,1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41
1008,651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227
651,971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227
971,79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080
79,79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79
79,2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163
2,1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008
1008,276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654
276,1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314
1244,1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194
1008,1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692
1245,236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730
236,1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91
1038,1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275
1158,308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313
308,1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196
1141,1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008
1009,275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692
275,41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691
41,999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000
999,1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199
1008,1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009
1227,1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080
1008,1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131
1034,735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971
735,41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884
41,1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224
1227,1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269
1227,1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271
1080,79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008
79,163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499
163,1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499
1008,654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960
654,314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269
314,194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009
194,692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736
692,730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50
730,91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008
91,1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119
1275,313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282
313,196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046
196,1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009
1008,692,691,1000,199,1009,1080,131,971,884,1224,269,271,1008,499,499,960,269,1009,736,50,1008,119,1282,1046,1009,973
